seed,election_year,horizon_days,as_of,party,actual_seats,point_baseline_seats,mean_seats,median_seats,point_error,mean_error,median_error,crps,percentile,cov_50,width_50,cov_80,width_80,cov_90,width_90,p_largest,p_qualify,p_any_seats
13579,2018,84,2018-06-17,C,31,35,35.69,36,4,4.69,5,2.8052,13.0,False,5,True,11,True,15,0.0,1.0,1.0
13579,2018,84,2018-06-17,KD,22,0,0.08,0,22,21.92,22,21.8356,100.0,False,0,False,0,False,0,0.0,0.0054,0.0054
13579,2018,84,2018-06-17,S,100,93,94.71,95,7,5.29,5,3.1609,81.8,False,8,True,15,True,19,0.8538,1.0,1.0
13579,2018,84,2018-06-17,V,28,34,34.66,35,6,6.66,7,4.6725,4.1,False,5,False,10,True,12,0.0,1.0,1.0
13579,2018,84,2018-06-17,MP,16,16,12.03,17,0,3.97,1,2.5071,43.8,True,19,True,20,True,21,0.0,0.6572,0.6572
13579,2018,84,2018-06-17,SD,62,77,78.3,77,15,16.3,15,11.9779,0.7,False,11,False,20,False,25,0.0608,1.0,1.0
13579,2018,56,2018-07-15,M,70,72,73.17,74,2,3.17,4,2.8402,32.6,True,12,True,23,True,29,0.0258,1.0,1.0
13579,2018,56,2018-07-15,L,20,19,18.54,19,1,1.46,1,0.9577,60.1,True,5,True,9,True,25,0.0,0.9394,0.9394
13579,2018,56,2018-07-15,C,31,35,35.16,35,4,4.16,4,2.5486,12.2,False,4,True,9,True,12,0.0,1.0,1.0
13579,2018,56,2018-07-15,KD,22,0,0.59,0,22,21.41,22,20.8471,100.0,False,0,False,0,False,0,0.0,0.0388,0.0388
13579,2018,56,2018-07-15,S,100,93,92.82,92,7,7.18,8,4.6881,90.6,False,7,True,14,True,17,0.9314,1.0,1.0
13579,2018,56,2018-07-15,V,28,35,35.55,36,7,7.55,8,5.6071,1.2,False,5,False,9,False,11,0.0,1.0,1.0
13579,2018,56,2018-07-15,MP,16,18,16.16,18,2,0.16,2,1.7098,26.8,True,5,True,22,True,23,0.0,0.847,0.847
13579,2018,56,2018-07-15,SD,62,77,77.02,76,15,15.02,14,11.4193,0.2,False,8,False,17,False,21,0.0428,1.0,1.0
13579,2018,28,2018-08-12,M,70,68,68.43,70,2,1.57,0,1.4476,52.6,True,9,True,17,True,20,0.0,1.0,1.0
13579,2018,28,2018-08-12,L,20,20,20.42,20,0,0.42,0,0.8129,52.5,True,5,True,8,True,10,0.0,0.9984,0.9984
13579,2018,28,2018-08-12,C,31,33,33.92,34,2,2.92,3,1.6577,19.3,False,4,True,8,True,10,0.0,1.0,1.0
13579,2018,28,2018-08-12,KD,22,15,9.54,15,7,12.46,7,8.4917,100.0,False,16,False,17,False,17,0.0,0.606,0.606
13579,2018,28,2018-08-12,S,100,90,91.65,90,10,8.35,10,5.8175,91.3,False,7,True,14,True,16,0.9986,1.0,1.0
13579,2018,28,2018-08-12,V,28,34,34.22,34,6,6.22,6,4.6168,1.3,False,4,False,8,False,9,0.0,1.0,1.0
13579,2018,28,2018-08-12,MP,16,19,19.46,20,3,3.46,4,2.224,12.8,False,5,True,8,True,9,0.0,0.98,0.98
13579,2018,28,2018-08-12,SD,62,70,71.36,71,8,9.36,9,6.7272,0.8,False,7,False,12,False,15,0.0014,1.0,1.0
13579,2018,14,2018-08-26,M,70,67,67.46,69,3,2.54,1,1.3468,57.2,True,7,True,17,True,19,0.0,1.0,1.0
13579,2018,14,2018-08-26,L,20,20,20.39,20,0,0.39,0,0.7877,51.6,True,5,True,8,True,8,0.0,1.0,1.0
13579,2018,14,2018-08-26,C,31,32,32.59,33,1,1.59,2,0.9427,30.2,True,3,True,6,True,7,0.0,1.0,1.0
13579,2018,14,2018-08-26,KD,22,18,17.45,18,4,4.55,4,3.5138,99.7,False,2,False,4,False,5,0.0,0.988,0.988
13579,2018,14,2018-08-26,S,100,93,93.05,92,7,6.95,8,4.9911,93.9,False,6,False,10,True,12,1.0,1.0,1.0
13579,2018,14,2018-08-26,V,28,33,32.67,33,5,4.67,5,3.1845,5.3,False,5,False,7,True,8,0.0,1.0,1.0
13579,2018,14,2018-08-26,MP,16,19,18.01,19,3,2.01,3,1.5486,21.8,True,5,True,7,True,9,0.0,0.9572,0.9572
13579,2018,14,2018-08-26,SD,62,67,67.39,66,5,5.39,4,3.2356,4.2,False,6,False,10,True,13,0.0,1.0,1.0
13579,2018,7,2018-09-02,M,70,67,67.48,69,3,2.52,1,1.3367,58.1,True,6,True,17,True,20,0.0,1.0,1.0
13579,2018,7,2018-09-02,L,20,20,20.04,20,0,0.04,0,0.7821,54.6,True,4,True,7,True,9,0.0,1.0,1.0
13579,2018,7,2018-09-02,C,31,32,31.87,32,1,0.87,1,0.7125,38.9,True,4,True,6,True,6,0.0,1.0,1.0
13579,2018,7,2018-09-02,KD,22,20,19.76,20,2,2.24,2,1.4206,91.0,False,2,True,4,True,5,0.0,1.0,1.0
13579,2018,7,2018-09-02,S,100,94,95.22,94,6,4.78,6,3.2548,83.8,False,6,True,10,True,11,1.0,1.0,1.0
13579,2018,7,2018-09-02,V,28,32,31.96,33,4,3.96,5,2.6116,11.5,False,4,True,7,True,9,0.0,1.0,1.0
13579,2018,7,2018-09-02,MP,16,18,16.35,18,2,0.35,2,1.3003,30.4,True,4,True,21,True,22,0.0,0.8936,0.8936
13579,2018,7,2018-09-02,SD,62,66,66.32,65,4,4.32,3,2.1956,9.6,False,6,True,11,True,14,0.0,1.0,1.0
13579,2022,112,2022-05-22,M,68,80,78.64,79,12,10.64,11,6.7156,16.6,False,14,True,27,True,35,0.0006,1.0,1.0
13579,2022,112,2022-05-22,L,16,0,5.49,0,16,10.51,16,7.5466,77.6,True,16,True,18,True,19,0.0,0.3198,0.3198
13579,2022,112,2022-05-22,C,24,24,23.25,23,0,0.75,1,0.8617,59.5,True,4,True,9,True,11,0.0,0.9942,0.9942
13579,2022,112,2022-05-22,KD,19,22,21.5,22,3,2.5,3,1.709,22.3,True,5,True,10,True,16,0.0,0.9546,0.9546
13579,2022,112,2022-05-22,S,107,122,118.9,119,15,11.9,12,7.3466,11.0,False,13,True,25,True,33,0.9982,1.0,1.0
13579,2022,112,2022-05-22,V,24,33,32.1,32,9,8.1,8,5.5502,3.5,False,6,False,12,False,15,0.0,1.0,1.0
13579,2022,112,2022-05-22,MP,18,0,2.38,0,18,15.62,18,13.5937,99.2,False,0,False,15,False,16,0.0,0.1514,0.1514
13579,2022,112,2022-05-22,SD,73,68,66.75,66,5,6.25,7,3.8582,76.5,True,12,True,22,True,28,0.0012,1.0,1.0
13579,2022,84,2022-06-19,M,68,73,72.4,74,5,4.4,6,3.4196,26.9,True,12,True,25,True,31,0.0,1.0,1.0
13579,2022,84,2022-06-19,L,16,18,15.0,17,2,1.0,1,1.4868,34.9,True,5,True,22,True,23,0.0,0.8052,0.8052
13579,2022,84,2022-06-19,C,24,21,21.24,21,3,2.76,3,1.613,81.4,False,4,True,7,True,9,0.0,0.9918,0.9918
13579,2022,84,2022-06-19,KD,19,22,22.24,22,3,3.24,3,2.0565,16.4,False,5,True,9,True,13,0.0,0.9746,0.9746
13579,2022,84,2022-06-19,S,107,118,117.39,117,11,10.39,10,6.486,11.1,False,11,True,22,True,29,1.0,1.0,1.0
13579,2022,84,2022-06-19,V,24,32,31.61,31,8,7.61,7,5.2919,1.9,False,7,False,11,False,14,0.0,1.0,1.0
13579,2022,84,2022-06-19,MP,18,0,4.55,0,18,13.45,18,10.1782,98.3,False,15,False,16,False,17,0.0,0.2894,0.2894
13579,2022,84,2022-06-19,SD,73,65,64.56,64,8,8.44,9,5.2012,86.3,False,11,True,19,True,25,0.0,1.0,1.0
13579,2022,56,2022-07-17,M,68,70,70.72,72,2,2.72,4,2.6773,29.8,True,10,True,21,True,25,0.0,1.0,1.0
13579,2022,56,2022-07-17,L,16,19,18.35,19,3,2.35,3,1.7158,17.7,False,4,True,9,True,25,0.0,0.9458,0.9458
13579,2022,56,2022-07-17,C,24,21,21.6,21,3,2.4,3,1.4593,81.8,False,3,True,6,True,8,0.0,0.999,0.999
13579,2022,56,2022-07-17,KD,19,22,21.86,22,3,2.86,3,1.7671,15.9,False,4,True,8,True,10,0.0,0.9878,0.9878
13579,2022,56,2022-07-17,S,107,110,111.08,111,3,4.08,4,2.4368,24.9,True,8,True,16,True,20,1.0,1.0,1.0
13579,2022,56,2022-07-17,V,24,29,29.99,30,5,5.99,6,4.0209,3.9,False,6,False,10,True,12,0.0,1.0,1.0
13579,2022,56,2022-07-17,MP,18,15,11.13,16,3,6.87,2,3.0119,82.5,False,17,True,19,True,19,0.0,0.6542,0.6542
13579,2022,56,2022-07-17,SD,73,63,64.27,64,10,8.73,9,5.5189,88.9,False,9,True,18,True,23,0.0,1.0,1.0
13579,2022,28,2022-08-14,M,68,65,65.31,67,3,2.69,1,1.4601,59.5,True,7,True,18,True,21,0.0,1.0,1.0
13579,2022,28,2022-08-14,L,16,19,18.91,19,3,2.91,3,1.8035,13.2,False,4,True,8,True,10,0.0,0.9758,0.9758
13579,2022,28,2022-08-14,C,24,23,23.15,23,1,0.85,1,0.7551,64.3,True,4,True,6,True,7,0.0,1.0,1.0
13579,2022,28,2022-08-14,KD,19,21,21.42,21,2,2.42,2,1.455,15.5,False,3,True,7,True,7,0.0,0.9978,0.9978
13579,2022,28,2022-08-14,S,107,106,106.11,106,1,0.89,1,1.2439,57.2,True,6,True,12,True,15,1.0,1.0,1.0
13579,2022,28,2022-08-14,V,24,29,28.93,29,5,4.93,5,3.1918,4.7,False,5,False,8,True,10,0.0,1.0,1.0
13579,2022,28,2022-08-14,MP,18,18,17.42,19,0,0.58,1,0.825,40.5,True,4,True,7,True,22,0.0,0.9252,0.9252
13579,2022,28,2022-08-14,SD,73,68,67.77,68,5,5.23,5,3.2103,81.2,False,8,True,16,True,20,0.0,1.0,1.0
13579,2022,14,2022-08-28,M,68,65,65.29,67,3,2.71,1,1.3457,58.4,True,6,True,18,True,19,0.0,1.0,1.0
13579,2022,14,2022-08-28,L,16,18,17.53,18,2,1.53,2,1.0824,23.4,True,4,True,7,True,9,0.0,0.9574,0.9576
13579,2022,14,2022-08-28,C,24,24,23.76,23,0,0.24,1,0.6656,57.7,True,4,True,6,True,6,0.0,1.0,1.0
13579,2022,14,2022-08-28,KD,19,21,20.61,21,2,1.61,2,0.9125,22.2,True,3,True,5,True,6,0.0,0.9998,0.9998
13579,2022,14,2022-08-28,S,107,106,106.46,106,1,0.54,1,1.1086,55.0,True,7,True,10,True,12,1.0,1.0,1.0
13579,2022,14,2022-08-28,V,24,27,27.31,27,3,3.31,3,1.8468,15.3,False,5,True,7,True,9,0.0,1.0,1.0
13579,2022,14,2022-08-28,MP,18,18,17.71,19,0,0.29,1,0.801,40.1,True,4,True,6,True,22,0.0,0.949,0.949
13579,2022,14,2022-08-28,SD,73,70,70.33,70,3,2.67,3,1.8204,71.5,True,7,True,15,True,19,0.0,1.0,1.0
13579,2022,7,2022-09-04,M,68,65,65.51,67,3,2.49,1,1.2586,56.8,True,6,True,17,True,19,0.0,1.0,1.0
13579,2022,7,2022-09-04,L,16,17,16.06,17,1,0.06,1,0.8452,36.1,True,4,True,8,True,22,0.0,0.9072,0.9072
13579,2022,7,2022-09-04,C,24,24,23.86,23,0,0.14,1,0.6625,57.5,True,4,True,5,True,6,0.0,1.0,1.0
13579,2022,7,2022-09-04,KD,19,20,19.92,20,1,0.92,1,0.5807,32.5,True,2,True,4,True,6,0.0,1.0,1.0
13579,2022,7,2022-09-04,S,107,107,107.33,107,0,0.33,0,1.0322,47.4,True,6,True,9,True,11,1.0,1.0,1.0
13579,2022,7,2022-09-04,V,24,27,27.06,27,3,3.06,3,1.6529,20.0,True,6,True,8,True,8,0.0,1.0,1.0
13579,2022,7,2022-09-04,MP,18,18,17.76,19,0,0.24,1,0.8118,39.1,True,4,True,6,True,8,0.0,0.9508,0.9508
13579,2022,7,2022-09-04,SD,73,71,71.5,72,2,1.5,1,1.3619,64.2,True,6,True,15,True,18,0.0,1.0,1.0
