wave,survey_date,period,donor_party,donor_party_code_raw,recipient_party,recipient_party_code_raw,vote_estimate_pct,vote_margin_error_pp,vote_value_status,second_choice_estimate_pct,second_choice_margin_error_pp,second_choice_value_status,donor_overall_sympathy_pct,donor_overall_sympathy_margin_error_pp,donor_overall_sympathy_value_status,recipient_overall_sympathy_pct,recipient_overall_sympathy_margin_error_pp,recipient_overall_sympathy_value_status,recipient_overall_vote_pct,recipient_overall_vote_margin_error_pp,recipient_overall_vote_value_status
2021M11,2021-11-01,2021-11,M,m,KD,kd,1.4,0.7,observed,26.6,3.0,observed,22.4,1.1,observed,4.4,0.6,observed,4.6,0.6,observed
2021M11,2021-11-01,2021-11,M,m,L,l,1.3,0.8,observed,15.8,2.5,observed,22.4,1.1,observed,3.0,0.5,observed,2.5,0.4,observed
2021M11,2021-11-01,2021-11,M,m,M,m,84.8,2.6,observed,0.0,0.0,observed,22.4,1.1,observed,22.4,1.1,observed,22.7,1.1,observed
2021M11,2021-11-01,2021-11,M,m,MP,mp,,,suppressed,1.1,0.7,observed,22.4,1.1,observed,4.0,0.6,observed,3.9,0.6,observed
2021M11,2021-11-01,2021-11,M,m,S,s,,,suppressed,8.2,1.8,observed,22.4,1.1,observed,30.1,1.2,observed,29.1,1.2,observed
2021M11,2021-11-01,2021-11,M,m,SD,SD,3.5,1.3,observed,19.4,2.8,observed,22.4,1.1,observed,17.0,1.0,observed,18.6,1.0,observed
2021M11,2021-11-01,2021-11,M,m,V,v,0.0,0.0,observed,0.8,0.7,observed,22.4,1.1,observed,9.6,0.7,observed,9.2,0.7,observed
2021M11,2021-11-01,2021-11,MP,mp,C,c,,,suppressed,8.7,5.0,observed,4.0,0.6,observed,8.5,0.8,observed,8.4,0.7,observed
2021M11,2021-11-01,2021-11,MP,mp,KD,kd,0.0,0.0,observed,,,suppressed,4.0,0.6,observed,4.4,0.6,observed,4.6,0.6,observed
2021M11,2021-11-01,2021-11,MP,mp,L,l,,,suppressed,2.8,2.2,observed,4.0,0.6,observed,3.0,0.5,observed,2.5,0.4,observed
2021M11,2021-11-01,2021-11,MP,mp,M,m,,,suppressed,4.3,4.3,observed,4.0,0.6,observed,22.4,1.1,observed,22.7,1.1,observed
2021M11,2021-11-01,2021-11,MP,mp,MP,mp,72.1,8.4,observed,0.0,0.0,observed,4.0,0.6,observed,4.0,0.6,observed,3.9,0.6,observed
2021M11,2021-11-01,2021-11,MP,mp,S,s,5.9,3.7,observed,35.3,8.0,observed,4.0,0.6,observed,30.1,1.2,observed,29.1,1.2,observed
2021M11,2021-11-01,2021-11,MP,mp,SD,SD,0.0,0.0,observed,,,suppressed,4.0,0.6,observed,17.0,1.0,observed,18.6,1.0,observed
2021M11,2021-11-01,2021-11,MP,mp,V,v,3.3,2.6,observed,26.4,7.8,observed,4.0,0.6,observed,9.6,0.7,observed,9.2,0.7,observed
2021M11,2021-11-01,2021-11,S,s,C,c,1.8,0.9,observed,20.2,2.4,observed,30.1,1.2,observed,8.5,0.8,observed,8.4,0.7,observed
2021M11,2021-11-01,2021-11,S,s,KD,kd,,,suppressed,1.7,1.0,observed,30.1,1.2,observed,4.4,0.6,observed,4.6,0.6,observed
2021M11,2021-11-01,2021-11,S,s,L,l,,,suppressed,3.1,1.0,observed,30.1,1.2,observed,3.0,0.5,observed,2.5,0.4,observed
2021M11,2021-11-01,2021-11,S,s,M,m,1.8,0.9,observed,8.1,1.8,observed,30.1,1.2,observed,22.4,1.1,observed,22.7,1.1,observed
2021M11,2021-11-01,2021-11,S,s,MP,mp,0.7,0.5,observed,11.6,1.9,observed,30.1,1.2,observed,4.0,0.6,observed,3.9,0.6,observed
2021M11,2021-11-01,2021-11,S,s,S,s,81.5,2.6,observed,0.0,0.0,observed,30.1,1.2,observed,30.1,1.2,observed,29.1,1.2,observed
2021M11,2021-11-01,2021-11,S,s,SD,SD,0.8,0.7,observed,4.4,1.3,observed,30.1,1.2,observed,17.0,1.0,observed,18.6,1.0,observed
2021M11,2021-11-01,2021-11,S,s,V,v,1.3,0.6,observed,23.2,2.5,observed,30.1,1.2,observed,9.6,0.7,observed,9.2,0.7,observed
2021M11,2021-11-01,2021-11,SD,SD,C,c,0.0,0.0,observed,,,suppressed,17.0,1.0,observed,8.5,0.8,observed,8.4,0.7,observed
2021M11,2021-11-01,2021-11,SD,SD,KD,kd,,,suppressed,13.6,3.0,observed,17.0,1.0,observed,4.4,0.6,observed,4.6,0.6,observed
2021M11,2021-11-01,2021-11,SD,SD,L,l,0.0,0.0,observed,1.1,1.0,observed,17.0,1.0,observed,3.0,0.5,observed,2.5,0.4,observed
2021M11,2021-11-01,2021-11,SD,SD,M,m,2.4,1.3,observed,50.5,4.4,observed,17.0,1.0,observed,22.4,1.1,observed,22.7,1.1,observed
2021M11,2021-11-01,2021-11,SD,SD,MP,mp,0.0,0.0,observed,,,suppressed,17.0,1.0,observed,4.0,0.6,observed,3.9,0.6,observed
2021M11,2021-11-01,2021-11,SD,SD,S,s,,,suppressed,5.5,1.9,observed,17.0,1.0,observed,30.1,1.2,observed,29.1,1.2,observed
2021M11,2021-11-01,2021-11,SD,SD,SD,SD,93.7,2.3,observed,0.0,0.0,observed,17.0,1.0,observed,17.0,1.0,observed,18.6,1.0,observed
2021M11,2021-11-01,2021-11,SD,SD,V,v,,,suppressed,4.0,1.8,observed,17.0,1.0,observed,9.6,0.7,observed,9.2,0.7,observed
2021M11,2021-11-01,2021-11,V,v,C,c,,,suppressed,1.7,1.4,observed,9.6,0.7,observed,8.5,0.8,observed,8.4,0.7,observed
2021M11,2021-11-01,2021-11,V,v,KD,kd,0.0,0.0,observed,,,suppressed,9.6,0.7,observed,4.4,0.6,observed,4.6,0.6,observed
2021M11,2021-11-01,2021-11,V,v,L,l,0.0,0.0,observed,,,suppressed,9.6,0.7,observed,3.0,0.5,observed,2.5,0.4,observed
2021M11,2021-11-01,2021-11,V,v,M,m,,,suppressed,,,suppressed,9.6,0.7,observed,22.4,1.1,observed,22.7,1.1,observed
2021M11,2021-11-01,2021-11,V,v,MP,mp,,,suppressed,15.0,3.6,observed,9.6,0.7,observed,4.0,0.6,observed,3.9,0.6,observed
2021M11,2021-11-01,2021-11,V,v,S,s,5.7,2.3,observed,53.6,5.2,observed,9.6,0.7,observed,30.1,1.2,observed,29.1,1.2,observed
2021M11,2021-11-01,2021-11,V,v,SD,SD,,,suppressed,2.1,1.5,observed,9.6,0.7,observed,17.0,1.0,observed,18.6,1.0,observed
2021M11,2021-11-01,2021-11,V,v,V,v,83.5,4.2,observed,0.0,0.0,observed,9.6,0.7,observed,9.6,0.7,observed,9.2,0.7,observed
2022M05,2022-05-01,2022-05,C,c,C,c,75.1,5.5,observed,0.0,0.0,observed,6.6,0.7,observed,6.6,0.7,observed,6.7,0.7,observed
2022M05,2022-05-01,2022-05,C,c,KD,kd,,,suppressed,2.8,2.0,observed,6.6,0.7,observed,5.1,0.6,observed,5.2,0.6,observed
2022M05,2022-05-01,2022-05,C,c,L,l,,,suppressed,12.0,4.0,observed,6.6,0.7,observed,3.6,0.5,observed,3.4,0.5,observed
2022M05,2022-05-01,2022-05,C,c,M,m,1.7,1.7,observed,19.8,5.3,observed,6.6,0.7,observed,21.4,1.2,observed,21.3,1.1,observed
2022M05,2022-05-01,2022-05,C,c,MP,mp,0.0,0.0,observed,6.4,3.7,observed,6.6,0.7,observed,3.4,0.6,observed,3.3,0.5,observed
2022M05,2022-05-01,2022-05,C,c,S,s,5.9,2.9,observed,42.9,6.5,observed,6.6,0.7,observed,33.0,1.3,observed,33.3,1.3,observed
2022M05,2022-05-01,2022-05,C,c,SD,SD,0.0,0.0,observed,,,suppressed,6.6,0.7,observed,16.5,1.0,observed,17.0,1.0,observed
2022M05,2022-05-01,2022-05,C,c,V,v,0.0,0.0,observed,,,suppressed,6.6,0.7,observed,8.4,0.8,observed,7.8,0.7,observed
2022M05,2022-05-01,2022-05,KD,kd,C,c,,,suppressed,4.3,3.0,observed,5.1,0.6,observed,6.6,0.7,observed,6.7,0.7,observed
2022M05,2022-05-01,2022-05,KD,kd,KD,kd,82.8,5.6,observed,0.0,0.0,observed,5.1,0.6,observed,5.1,0.6,observed,5.2,0.6,observed
2022M05,2022-05-01,2022-05,KD,kd,L,l,,,suppressed,8.3,4.0,observed,5.1,0.6,observed,3.6,0.5,observed,3.4,0.5,observed
2022M05,2022-05-01,2022-05,KD,kd,M,m,4.6,3.2,observed,53.9,7.5,observed,5.1,0.6,observed,21.4,1.2,observed,21.3,1.1,observed
2022M05,2022-05-01,2022-05,KD,kd,MP,mp,0.0,0.0,observed,,,suppressed,5.1,0.6,observed,3.4,0.6,observed,3.3,0.5,observed
2022M05,2022-05-01,2022-05,KD,kd,S,s,0.0,0.0,observed,6.2,3.6,observed,5.1,0.6,observed,33.0,1.3,observed,33.3,1.3,observed
2022M05,2022-05-01,2022-05,KD,kd,SD,SD,,,suppressed,12.4,4.9,observed,5.1,0.6,observed,16.5,1.0,observed,17.0,1.0,observed
2022M05,2022-05-01,2022-05,KD,kd,V,v,0.0,0.0,observed,,,suppressed,5.1,0.6,observed,8.4,0.8,observed,7.8,0.7,observed
2022M05,2022-05-01,2022-05,L,l,C,c,4.8,3.2,observed,24.8,6.8,observed,3.6,0.5,observed,6.6,0.7,observed,6.7,0.7,observed
2022M05,2022-05-01,2022-05,L,l,KD,kd,,,suppressed,7.3,4.1,observed,3.6,0.5,observed,5.1,0.6,observed,5.2,0.6,observed
2022M05,2022-05-01,2022-05,L,l,L,l,66.6,7.5,observed,0.0,0.0,observed,3.6,0.5,observed,3.6,0.5,observed,3.4,0.5,observed
2022M05,2022-05-01,2022-05,L,l,M,m,3.9,2.7,observed,28.2,6.9,observed,3.6,0.5,observed,21.4,1.2,observed,21.3,1.1,observed
2022M05,2022-05-01,2022-05,L,l,MP,mp,,,suppressed,4.3,3.2,observed,3.6,0.5,observed,3.4,0.6,observed,3.3,0.5,observed
2022M05,2022-05-01,2022-05,L,l,S,s,7.5,3.9,observed,19.1,6.2,observed,3.6,0.5,observed,33.0,1.3,observed,33.3,1.3,observed
2022M05,2022-05-01,2022-05,L,l,SD,SD,0.0,0.0,observed,,,suppressed,3.6,0.5,observed,16.5,1.0,observed,17.0,1.0,observed
2022M05,2022-05-01,2022-05,L,l,V,v,,,suppressed,,,suppressed,3.6,0.5,observed,8.4,0.8,observed,7.8,0.7,observed
2022M05,2022-05-01,2022-05,M,m,C,c,0.8,0.6,observed,8.3,1.9,observed,21.4,1.2,observed,6.6,0.7,observed,6.7,0.7,observed
2022M05,2022-05-01,2022-05,M,m,KD,kd,1.0,0.7,observed,25.2,3.1,observed,21.4,1.2,observed,5.1,0.6,observed,5.2,0.6,observed
2022M05,2022-05-01,2022-05,M,m,L,l,0.7,0.6,observed,12.5,2.4,observed,21.4,1.2,observed,3.6,0.5,observed,3.4,0.5,observed
2022M05,2022-05-01,2022-05,M,m,M,m,82.1,3.0,observed,0.0,0.0,observed,21.4,1.2,observed,21.4,1.2,observed,21.3,1.1,observed
2022M05,2022-05-01,2022-05,M,m,MP,mp,0.0,0.0,observed,0.8,0.6,observed,21.4,1.2,observed,3.4,0.6,observed,3.3,0.5,observed
2022M05,2022-05-01,2022-05,M,m,S,s,2.9,1.2,observed,12.0,2.4,observed,21.4,1.2,observed,33.0,1.3,observed,33.3,1.3,observed
2022M05,2022-05-01,2022-05,M,m,SD,SD,2.9,1.2,observed,18.4,2.8,observed,21.4,1.2,observed,16.5,1.0,observed,17.0,1.0,observed
2022M05,2022-05-01,2022-05,M,m,V,v,0.0,0.0,observed,1.1,1.0,observed,21.4,1.2,observed,8.4,0.8,observed,7.8,0.7,observed
2022M05,2022-05-01,2022-05,MP,mp,C,c,,,suppressed,8.2,4.5,observed,3.4,0.6,observed,6.6,0.7,observed,6.7,0.7,observed
2022M05,2022-05-01,2022-05,MP,mp,KD,kd,0.0,0.0,observed,,,suppressed,3.4,0.6,observed,5.1,0.6,observed,5.2,0.6,observed
2022M05,2022-05-01,2022-05,MP,mp,L,l,0.0,0.0,observed,,,suppressed,3.4,0.6,observed,3.6,0.5,observed,3.4,0.5,observed
2022M05,2022-05-01,2022-05,MP,mp,M,m,,,suppressed,3.7,3.3,observed,3.4,0.6,observed,21.4,1.2,observed,21.3,1.1,observed
2022M05,2022-05-01,2022-05,MP,mp,MP,mp,63.4,9.4,observed,0.0,0.0,observed,3.4,0.6,observed,3.4,0.6,observed,3.3,0.5,observed
2022M05,2022-05-01,2022-05,MP,mp,S,s,8.7,4.7,observed,46.7,9.3,observed,3.4,0.6,observed,33.0,1.3,observed,33.3,1.3,observed
2022M05,2022-05-01,2022-05,MP,mp,SD,SD,,,suppressed,,,suppressed,3.4,0.6,observed,16.5,1.0,observed,17.0,1.0,observed
2022M05,2022-05-01,2022-05,MP,mp,V,v,,,suppressed,14.7,5.8,observed,3.4,0.6,observed,8.4,0.8,observed,7.8,0.7,observed
2022M05,2022-05-01,2022-05,S,s,C,c,0.6,0.4,observed,20.0,2.3,observed,33.0,1.3,observed,6.6,0.7,observed,6.7,0.7,observed
2022M05,2022-05-01,2022-05,S,s,KD,kd,0.5,0.4,observed,1.4,0.7,observed,33.0,1.3,observed,5.1,0.6,observed,5.2,0.6,observed
2022M05,2022-05-01,2022-05,S,s,L,l,,,suppressed,3.7,1.1,observed,33.0,1.3,observed,3.6,0.5,observed,3.4,0.5,observed
2022M05,2022-05-01,2022-05,S,s,M,m,1.2,0.7,observed,10.7,1.9,observed,33.0,1.3,observed,21.4,1.2,observed,21.3,1.1,observed
2022M05,2022-05-01,2022-05,S,s,MP,mp,0.6,0.5,observed,9.1,1.6,observed,33.0,1.3,observed,3.4,0.6,observed,3.3,0.5,observed
2022M05,2022-05-01,2022-05,S,s,S,s,84.7,2.3,observed,0.0,0.0,observed,33.0,1.3,observed,33.0,1.3,observed,33.3,1.3,observed
2022M05,2022-05-01,2022-05,S,s,SD,SD,0.6,0.5,observed,3.7,1.3,observed,33.0,1.3,observed,16.5,1.0,observed,17.0,1.0,observed
2022M05,2022-05-01,2022-05,S,s,V,v,0.9,0.5,observed,24.9,2.5,observed,33.0,1.3,observed,8.4,0.8,observed,7.8,0.7,observed
2022M05,2022-05-01,2022-05,SD,SD,C,c,,,suppressed,,,suppressed,16.5,1.0,observed,6.6,0.7,observed,6.7,0.7,observed
2022M05,2022-05-01,2022-05,SD,SD,KD,kd,0.9,0.8,observed,22.6,3.9,observed,16.5,1.0,observed,5.1,0.6,observed,5.2,0.6,observed
2022M05,2022-05-01,2022-05,SD,SD,L,l,,,suppressed,1.4,1.1,observed,16.5,1.0,observed,3.6,0.5,observed,3.4,0.5,observed
2022M05,2022-05-01,2022-05,SD,SD,M,m,2.5,1.6,observed,41.6,4.5,observed,16.5,1.0,observed,21.4,1.2,observed,21.3,1.1,observed
2022M05,2022-05-01,2022-05,SD,SD,MP,mp,0.0,0.0,observed,2.5,2.0,observed,16.5,1.0,observed,3.4,0.6,observed,3.3,0.5,observed
2022M05,2022-05-01,2022-05,SD,SD,S,s,,,suppressed,6.6,2.2,observed,16.5,1.0,observed,33.0,1.3,observed,33.3,1.3,observed
2022M05,2022-05-01,2022-05,SD,SD,SD,SD,89.6,3.1,observed,0.0,0.0,observed,16.5,1.0,observed,16.5,1.0,observed,17.0,1.0,observed
2022M05,2022-05-01,2022-05,SD,SD,V,v,0.0,0.0,observed,1.2,1.1,observed,16.5,1.0,observed,8.4,0.8,observed,7.8,0.7,observed
2022M05,2022-05-01,2022-05,V,v,C,c,,,suppressed,4.3,2.9,observed,8.4,0.8,observed,6.6,0.7,observed,6.7,0.7,observed
2022M05,2022-05-01,2022-05,V,v,KD,kd,0.0,0.0,observed,,,suppressed,8.4,0.8,observed,5.1,0.6,observed,5.2,0.6,observed
2022M05,2022-05-01,2022-05,V,v,L,l,0.0,0.0,observed,,,suppressed,8.4,0.8,observed,3.6,0.5,observed,3.4,0.5,observed
2022M05,2022-05-01,2022-05,V,v,M,m,,,suppressed,1.6,1.4,observed,8.4,0.8,observed,21.4,1.2,observed,21.3,1.1,observed
2022M05,2022-05-01,2022-05,V,v,MP,mp,,,suppressed,16.3,4.2,observed,8.4,0.8,observed,3.4,0.6,observed,3.3,0.5,observed
2022M05,2022-05-01,2022-05,V,v,S,s,7.7,3.2,observed,55.3,5.9,observed,8.4,0.8,observed,33.0,1.3,observed,33.3,1.3,observed
2022M05,2022-05-01,2022-05,V,v,SD,SD,,,suppressed,1.1,1.1,observed,8.4,0.8,observed,16.5,1.0,observed,17.0,1.0,observed
2022M05,2022-05-01,2022-05,V,v,V,v,79.4,5.0,observed,0.0,0.0,observed,8.4,0.8,observed,8.4,0.8,observed,7.8,0.7,observed
2022M11,2022-11-01,2022-11,C,c,C,c,75.6,6.1,observed,0.0,0.0,observed,5.3,0.5,observed,5.3,0.5,observed,5.4,0.5,observed
2022M11,2022-11-01,2022-11,C,c,KD,kd,1.6,1.5,observed,2.8,2.1,observed,5.3,0.5,observed,5.0,0.5,observed,4.9,0.5,observed
2022M11,2022-11-01,2022-11,C,c,L,l,,,suppressed,16.0,4.7,observed,5.3,0.5,observed,4.9,0.6,observed,4.1,0.5,observed
2022M11,2022-11-01,2022-11,C,c,M,m,,,suppressed,11.6,4.2,observed,5.3,0.5,observed,19.4,1.0,observed,18.9,0.9,observed
2022M11,2022-11-01,2022-11,C,c,MP,mp,,,suppressed,6.0,3.2,observed,5.3,0.5,observed,4.6,0.5,observed,4.4,0.5,observed
2022M11,2022-11-01,2022-11,C,c,S,s,11.3,4.1,observed,43.8,6.9,observed,5.3,0.5,observed,32.8,1.2,observed,34.6,1.2,observed
2022M11,2022-11-01,2022-11,C,c,SD,SD,0.0,0.0,observed,0.0,0.0,observed,5.3,0.5,observed,18.1,0.9,observed,18.2,0.8,observed
2022M11,2022-11-01,2022-11,C,c,V,v,,,suppressed,3.0,2.4,observed,5.3,0.5,observed,8.2,0.8,observed,7.6,0.8,observed
2022M11,2022-11-01,2022-11,KD,kd,C,c,,,suppressed,4.3,2.9,observed,5.0,0.5,observed,5.3,0.5,observed,5.4,0.5,observed
2022M11,2022-11-01,2022-11,KD,kd,KD,kd,78.5,6.6,observed,0.0,0.0,observed,5.0,0.5,observed,5.0,0.5,observed,4.9,0.5,observed
2022M11,2022-11-01,2022-11,KD,kd,L,l,,,suppressed,8.0,3.6,observed,5.0,0.5,observed,4.9,0.6,observed,4.1,0.5,observed
2022M11,2022-11-01,2022-11,KD,kd,M,m,6.0,3.5,observed,53.3,7.7,observed,5.0,0.5,observed,19.4,1.0,observed,18.9,0.9,observed
2022M11,2022-11-01,2022-11,KD,kd,MP,mp,0.0,0.0,observed,,,suppressed,5.0,0.5,observed,4.6,0.5,observed,4.4,0.5,observed
2022M11,2022-11-01,2022-11,KD,kd,S,s,,,suppressed,4.1,2.6,observed,5.0,0.5,observed,32.8,1.2,observed,34.6,1.2,observed
2022M11,2022-11-01,2022-11,KD,kd,SD,SD,4.4,3.4,observed,15.0,6.1,observed,5.0,0.5,observed,18.1,0.9,observed,18.2,0.8,observed
2022M11,2022-11-01,2022-11,KD,kd,V,v,0.0,0.0,observed,,,suppressed,5.0,0.5,observed,8.2,0.8,observed,7.6,0.8,observed
2022M11,2022-11-01,2022-11,L,l,C,c,7.7,3.6,observed,17.3,5.2,observed,4.9,0.6,observed,5.3,0.5,observed,5.4,0.5,observed
2022M11,2022-11-01,2022-11,L,l,KD,kd,0.0,0.0,observed,,,suppressed,4.9,0.6,observed,5.0,0.5,observed,4.9,0.5,observed
2022M11,2022-11-01,2022-11,L,l,L,l,66.1,7.1,observed,0.0,0.0,observed,4.9,0.6,observed,4.9,0.6,observed,4.1,0.5,observed
2022M11,2022-11-01,2022-11,L,l,M,m,6.2,3.3,observed,39.7,7.2,observed,4.9,0.6,observed,19.4,1.0,observed,18.9,0.9,observed
2022M11,2022-11-01,2022-11,L,l,MP,mp,,,suppressed,4.7,4.2,observed,4.9,0.6,observed,4.6,0.5,observed,4.4,0.5,observed
2022M11,2022-11-01,2022-11,L,l,S,s,11.8,5.3,observed,21.2,7.1,observed,4.9,0.6,observed,32.8,1.2,observed,34.6,1.2,observed
2022M11,2022-11-01,2022-11,L,l,SD,SD,,,suppressed,2.7,2.4,observed,4.9,0.6,observed,18.1,0.9,observed,18.2,0.8,observed
2022M11,2022-11-01,2022-11,L,l,V,v,0.0,0.0,observed,,,suppressed,4.9,0.6,observed,8.2,0.8,observed,7.6,0.8,observed
2022M11,2022-11-01,2022-11,M,m,C,c,0.7,0.6,observed,4.2,1.6,observed,19.4,1.0,observed,5.3,0.5,observed,5.4,0.5,observed
2022M11,2022-11-01,2022-11,M,m,KD,kd,1.4,0.8,observed,25.4,3.3,observed,19.4,1.0,observed,5.0,0.5,observed,4.9,0.5,observed
2022M11,2022-11-01,2022-11,M,m,L,l,1.8,1.0,observed,16.7,2.7,observed,19.4,1.0,observed,4.9,0.6,observed,4.1,0.5,observed
2022M11,2022-11-01,2022-11,M,m,M,m,82.9,3.2,observed,0.0,0.0,observed,19.4,1.0,observed,19.4,1.0,observed,18.9,0.9,observed
2022M11,2022-11-01,2022-11,M,m,MP,mp,,,suppressed,,,suppressed,19.4,1.0,observed,4.6,0.5,observed,4.4,0.5,observed
2022M11,2022-11-01,2022-11,M,m,S,s,1.6,0.9,observed,11.8,2.7,observed,19.4,1.0,observed,32.8,1.2,observed,34.6,1.2,observed
2022M11,2022-11-01,2022-11,M,m,SD,SD,3.8,1.6,observed,20.9,3.1,observed,19.4,1.0,observed,18.1,0.9,observed,18.2,0.8,observed
2022M11,2022-11-01,2022-11,M,m,V,v,0.0,0.0,observed,0.9,0.7,observed,19.4,1.0,observed,8.2,0.8,observed,7.6,0.8,observed
2022M11,2022-11-01,2022-11,MP,mp,C,c,,,suppressed,9.1,4.1,observed,4.6,0.5,observed,5.3,0.5,observed,5.4,0.5,observed
2022M11,2022-11-01,2022-11,MP,mp,KD,kd,0.0,0.0,observed,,,suppressed,4.6,0.5,observed,5.0,0.5,observed,4.9,0.5,observed
2022M11,2022-11-01,2022-11,MP,mp,L,l,,,suppressed,2.4,2.2,observed,4.6,0.5,observed,4.9,0.6,observed,4.1,0.5,observed
2022M11,2022-11-01,2022-11,MP,mp,M,m,,,suppressed,,,suppressed,4.6,0.5,observed,19.4,1.0,observed,18.9,0.9,observed
2022M11,2022-11-01,2022-11,MP,mp,MP,mp,77.1,6.7,observed,0.0,0.0,observed,4.6,0.5,observed,4.6,0.5,observed,4.4,0.5,observed
2022M11,2022-11-01,2022-11,MP,mp,S,s,11.4,4.6,observed,45.5,7.4,observed,4.6,0.5,observed,32.8,1.2,observed,34.6,1.2,observed
2022M11,2022-11-01,2022-11,MP,mp,SD,SD,,,suppressed,,,suppressed,4.6,0.5,observed,18.1,0.9,observed,18.2,0.8,observed
2022M11,2022-11-01,2022-11,MP,mp,V,v,,,suppressed,26.4,6.1,observed,4.6,0.5,observed,8.2,0.8,observed,7.6,0.8,observed
2022M11,2022-11-01,2022-11,S,s,C,c,1.1,0.6,observed,22.9,2.5,observed,32.8,1.2,observed,5.3,0.5,observed,5.4,0.5,observed
2022M11,2022-11-01,2022-11,S,s,KD,kd,,,suppressed,1.8,1.0,observed,32.8,1.2,observed,5.0,0.5,observed,4.9,0.5,observed
2022M11,2022-11-01,2022-11,S,s,L,l,,,suppressed,5.3,1.5,observed,32.8,1.2,observed,4.9,0.6,observed,4.1,0.5,observed
2022M11,2022-11-01,2022-11,S,s,M,m,1.4,1.0,observed,9.0,1.8,observed,32.8,1.2,observed,19.4,1.0,observed,18.9,0.9,observed
2022M11,2022-11-01,2022-11,S,s,MP,mp,0.5,0.4,observed,11.6,1.9,observed,32.8,1.2,observed,4.6,0.5,observed,4.4,0.5,observed
2022M11,2022-11-01,2022-11,S,s,S,s,89.0,2.3,observed,0.0,0.0,observed,32.8,1.2,observed,32.8,1.2,observed,34.6,1.2,observed
2022M11,2022-11-01,2022-11,S,s,SD,SD,0.7,0.5,observed,3.1,1.1,observed,32.8,1.2,observed,18.1,0.9,observed,18.2,0.8,observed
2022M11,2022-11-01,2022-11,S,s,V,v,0.8,0.5,observed,21.8,2.4,observed,32.8,1.2,observed,8.2,0.8,observed,7.6,0.8,observed
2022M11,2022-11-01,2022-11,SD,SD,C,c,0.0,0.0,observed,,,suppressed,18.1,0.9,observed,5.3,0.5,observed,5.4,0.5,observed
2022M11,2022-11-01,2022-11,SD,SD,KD,kd,1.1,1.0,observed,19.2,3.5,observed,18.1,0.9,observed,5.0,0.5,observed,4.9,0.5,observed
2022M11,2022-11-01,2022-11,SD,SD,L,l,,,suppressed,1.5,1.1,observed,18.1,0.9,observed,4.9,0.6,observed,4.1,0.5,observed
2022M11,2022-11-01,2022-11,SD,SD,M,m,1.6,1.0,observed,43.3,4.5,observed,18.1,0.9,observed,19.4,1.0,observed,18.9,0.9,observed
2022M11,2022-11-01,2022-11,SD,SD,MP,mp,0.0,0.0,observed,,,suppressed,18.1,0.9,observed,4.6,0.5,observed,4.4,0.5,observed
2022M11,2022-11-01,2022-11,SD,SD,S,s,1.4,1.3,observed,10.7,2.8,observed,18.1,0.9,observed,32.8,1.2,observed,34.6,1.2,observed
2022M11,2022-11-01,2022-11,SD,SD,SD,SD,91.1,2.8,observed,0.0,0.0,observed,18.1,0.9,observed,18.1,0.9,observed,18.2,0.8,observed
2022M11,2022-11-01,2022-11,SD,SD,V,v,,,suppressed,2.1,1.6,observed,18.1,0.9,observed,8.2,0.8,observed,7.6,0.8,observed
2022M11,2022-11-01,2022-11,V,v,C,c,,,suppressed,3.3,1.9,observed,8.2,0.8,observed,5.3,0.5,observed,5.4,0.5,observed
2022M11,2022-11-01,2022-11,V,v,KD,kd,0.0,0.0,observed,0.0,0.0,observed,8.2,0.8,observed,5.0,0.5,observed,4.9,0.5,observed
2022M11,2022-11-01,2022-11,V,v,L,l,,,suppressed,,,suppressed,8.2,0.8,observed,4.9,0.6,observed,4.1,0.5,observed
2022M11,2022-11-01,2022-11,V,v,M,m,,,suppressed,1.5,1.5,observed,8.2,0.8,observed,19.4,1.0,observed,18.9,0.9,observed
2022M11,2022-11-01,2022-11,V,v,MP,mp,4.3,2.0,observed,22.3,4.7,observed,8.2,0.8,observed,4.6,0.5,observed,4.4,0.5,observed
2022M11,2022-11-01,2022-11,V,v,S,s,11.7,4.0,observed,52.3,6.3,observed,8.2,0.8,observed,32.8,1.2,observed,34.6,1.2,observed
2022M11,2022-11-01,2022-11,V,v,SD,SD,0.0,0.0,observed,,,suppressed,8.2,0.8,observed,18.1,0.9,observed,18.2,0.8,observed
2022M11,2022-11-01,2022-11,V,v,V,v,75.7,5.6,observed,0.0,0.0,observed,8.2,0.8,observed,8.2,0.8,observed,7.6,0.8,observed
2023M05,2023-05-01,2023-05,C,c,C,c,70.2,6.8,observed,0.0,0.0,observed,4.4,0.5,observed,4.4,0.5,observed,4.2,0.5,observed
2023M05,2023-05-01,2023-05,C,c,KD,kd,,,suppressed,4.7,2.9,observed,4.4,0.5,observed,3.7,0.5,observed,3.7,0.5,observed
2023M05,2023-05-01,2023-05,C,c,L,l,,,suppressed,20.9,5.6,observed,4.4,0.5,observed,3.8,0.5,observed,3.4,0.4,observed
2023M05,2023-05-01,2023-05,C,c,M,m,2.1,2.1,observed,9.8,5.2,observed,4.4,0.5,observed,19.7,1.0,observed,19.1,1.0,observed
2023M05,2023-05-01,2023-05,C,c,MP,mp,,,suppressed,6.7,3.6,observed,4.4,0.5,observed,4.4,0.5,observed,4.1,0.5,observed
2023M05,2023-05-01,2023-05,C,c,S,s,12.7,4.7,observed,35.5,7.1,observed,4.4,0.5,observed,36.7,1.3,observed,38.6,1.3,observed
