wave,survey_date,period,best_party_code_raw,best_party_raw,best_party,best_party_type,second_choice_code_raw,second_choice_raw,second_choice_party,second_choice_type,estimate_pct,margin_error_pp,value_status,source_table
2023M05,2023-05-01,2023-05,l,L,L,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,l,L,L,parliamentary_party,s,S,S,parliamentary_party,19.4,6.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,l,L,L,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,l,L,L,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.1,5.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,l,L,L,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,SD,SD,SD,parliamentary_party,19.1,2.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,c,C,C,parliamentary_party,3.9,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,9.0,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,kd,KD,KD,parliamentary_party,21.1,2.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,l,L,L,parliamentary_party,18.8,2.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,mp,MP,MP,parliamentary_party,1.1,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,s,S,S,parliamentary_party,15.9,2.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,v,V,V,parliamentary_party,0.6,0.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.1,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,övr,övriga,OTHER,other_party,1.5,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,c,C,C,parliamentary_party,5.4,3.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,6.4,4.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,s,S,S,parliamentary_party,49.6,7.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,v,V,V,parliamentary_party,23.8,6.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,6.1,4.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,SD,SD,SD,parliamentary_party,3.7,1.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,c,C,C,parliamentary_party,18.9,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,13.0,2.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,kd,KD,KD,parliamentary_party,1.7,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,l,L,L,parliamentary_party,5.2,1.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,m,M,M,parliamentary_party,10.0,1.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,mp,MP,MP,parliamentary_party,12.8,1.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,v,V,V,parliamentary_party,20.9,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,13.3,1.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,övr,övriga,OTHER,other_party,0.4,0.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,SD,SD,SD,parliamentary_party,1.3,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,8.9,4.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,l,L,L,parliamentary_party,1.2,1.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,m,M,M,parliamentary_party,1.7,1.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,mp,MP,MP,parliamentary_party,24.3,5.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,s,S,S,parliamentary_party,51.7,5.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,5.4,2.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,övr,övriga,OTHER,other_party,4.0,2.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,SD,SD,SD,parliamentary_party,14.7,9.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,21.0,10.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,kd,KD,KD,parliamentary_party,10.1,6.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,m,M,M,parliamentary_party,8.6,6.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,s,S,S,parliamentary_party,6.1,6.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,v,V,V,parliamentary_party,7.2,6.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,15.8,12.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,övr,övriga,OTHER,other_party,11.5,9.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,15.5,3.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,kd,KD,KD,parliamentary_party,12.3,2.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,l,L,L,parliamentary_party,2.5,1.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,m,M,M,parliamentary_party,44.9,4.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,mp,MP,MP,parliamentary_party,1.4,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,s,S,S,parliamentary_party,10.3,2.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,v,V,V,parliamentary_party,1.1,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.2,2.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,övr,övriga,OTHER,other_party,2.6,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,6.0,3.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,kd,KD,KD,parliamentary_party,2.0,2.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,l,L,L,parliamentary_party,17.4,5.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,m,M,M,parliamentary_party,14.3,5.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,mp,MP,MP,parliamentary_party,5.6,3.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,s,S,S,parliamentary_party,36.4,7.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,13.6,6.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,SD,SD,SD,parliamentary_party,6.3,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,c,C,C,parliamentary_party,5.9,0.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,9.7,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,kd,KD,KD,parliamentary_party,5.8,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,l,L,L,parliamentary_party,5.8,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,m,M,M,parliamentary_party,12.9,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,mp,MP,MP,parliamentary_party,7.8,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,s,S,S,parliamentary_party,11.9,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,v,V,V,parliamentary_party,8.3,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,24.6,1.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,övr,övriga,OTHER,other_party,1.1,0.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,100.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,SD,SD,SD,parliamentary_party,16.9,7.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,c,C,C,parliamentary_party,7.8,5.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,12.9,6.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,l,L,L,parliamentary_party,4.4,3.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,m,M,M,parliamentary_party,38.8,9.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,s,S,S,parliamentary_party,8.3,6.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,7.7,4.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,SD,SD,SD,parliamentary_party,3.0,2.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,c,C,C,parliamentary_party,21.8,6.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,6.7,5.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,kd,KD,KD,parliamentary_party,6.4,3.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,m,M,M,parliamentary_party,35.3,7.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,s,S,S,parliamentary_party,18.3,6.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,5.8,3.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,SD,SD,SD,parliamentary_party,23.7,3.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,c,C,C,parliamentary_party,4.7,1.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,9.9,2.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,kd,KD,KD,parliamentary_party,17.6,2.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,l,L,L,parliamentary_party,17.6,2.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,mp,MP,MP,parliamentary_party,1.4,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,s,S,S,parliamentary_party,13.2,2.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,v,V,V,parliamentary_party,1.0,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.8,2.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,övr,övriga,OTHER,other_party,1.2,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,c,C,C,parliamentary_party,9.2,3.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,4.6,2.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,l,L,L,parliamentary_party,1.7,1.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,m,M,M,parliamentary_party,2.3,2.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,s,S,S,parliamentary_party,44.6,6.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,v,V,V,parliamentary_party,29.1,6.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,5.6,3.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,SD,SD,SD,parliamentary_party,3.3,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,c,C,C,parliamentary_party,12.7,1.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,12.7,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,kd,KD,KD,parliamentary_party,1.6,0.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,l,L,L,parliamentary_party,5.2,1.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,m,M,M,parliamentary_party,9.3,1.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,mp,MP,MP,parliamentary_party,17.7,2.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
