wave,survey_date,period,best_party_code_raw,best_party_raw,best_party,best_party_type,vote_party_code_raw,vote_party_raw,vote_party,vote_party_type,estimate_pct,margin_error_pp,value_status,source_table
2021M05,2021-05-01,2021-05,l,L,L,parliamentary_party,m,M,M,parliamentary_party,3.6,3.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,l,L,L,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,l,L,L,parliamentary_party,s,S,S,parliamentary_party,3.2,2.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,l,L,L,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,l,L,L,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,11.3,5.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,l,L,L,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,SD,SD,SD,parliamentary_party,3.2,1.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,2.7,1.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,c,C,C,parliamentary_party,0.7,0.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,kd,KD,KD,parliamentary_party,1.2,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,l,L,L,parliamentary_party,0.3,0.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,m,M,M,parliamentary_party,87.0,2.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,s,S,S,parliamentary_party,0.6,0.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,3.9,1.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,4.1,3.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,c,C,C,parliamentary_party,4.7,3.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,mp,MP,MP,parliamentary_party,74.8,7.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,s,S,S,parliamentary_party,3.7,2.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,v,V,V,parliamentary_party,4.0,3.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,6.7,4.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,SD,SD,SD,parliamentary_party,1.6,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,3.5,1.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,c,C,C,parliamentary_party,1.6,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,m,M,M,parliamentary_party,1.6,0.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,mp,MP,MP,parliamentary_party,1.2,0.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,s,S,S,parliamentary_party,80.4,2.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,v,V,V,parliamentary_party,1.9,0.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,8.0,1.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,1.7,1.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,s,S,S,parliamentary_party,7.1,2.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,v,V,V,parliamentary_party,84.2,4.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,3.4,2.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,s,S,S,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.8,8.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,övr,övriga,OTHER,other_party,60.2,16.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,SD,SD,SD,parliamentary_party,93.7,2.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,m,M,M,parliamentary_party,2.4,1.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,s,S,S,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,1.5,1.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,4.7,2.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,c,C,C,parliamentary_party,77.3,5.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,m,M,M,parliamentary_party,2.4,1.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,s,S,S,parliamentary_party,4.4,2.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,8.0,3.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,SD,SD,SD,parliamentary_party,15.1,0.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,blankt,blankt,BLANK_VOTE,blank_vote,5.5,0.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,c,C,C,parliamentary_party,6.6,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,kd,KD,KD,parliamentary_party,3.5,0.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,l,L,L,parliamentary_party,2.1,0.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,m,M,M,parliamentary_party,18.3,1.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,mp,MP,MP,parliamentary_party,3.1,0.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,s,S,S,parliamentary_party,23.1,1.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,v,V,V,parliamentary_party,7.6,0.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,14.3,1.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,övr,övriga,OTHER,other_party,0.8,0.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,SD,SD,SD,parliamentary_party,2.7,1.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,blankt,blankt,BLANK_VOTE,blank_vote,21.0,4.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,kd,KD,KD,parliamentary_party,1.0,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,m,M,M,parliamentary_party,4.4,1.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,mp,MP,MP,parliamentary_party,0.9,0.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,s,S,S,parliamentary_party,6.4,2.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,v,V,V,parliamentary_party,1.0,1.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,60.4,5.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,övr,övriga,OTHER,other_party,0.7,0.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,SD,SD,SD,parliamentary_party,4.5,3.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,3.3,2.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,kd,KD,KD,parliamentary_party,78.4,6.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,m,M,M,parliamentary_party,2.6,2.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,8.8,4.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,c,C,C,parliamentary_party,6.4,4.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,l,L,L,parliamentary_party,62.1,8.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,m,M,M,parliamentary_party,6.4,4.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,s,S,S,parliamentary_party,7.6,4.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.3,5.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,SD,SD,SD,parliamentary_party,3.5,1.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,2.6,1.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,c,C,C,parliamentary_party,0.7,0.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,kd,KD,KD,parliamentary_party,1.4,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,l,L,L,parliamentary_party,1.3,0.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,m,M,M,parliamentary_party,84.8,2.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,s,S,S,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,5.0,1.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,4.4,4.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,mp,MP,MP,parliamentary_party,72.1,8.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,s,S,S,parliamentary_party,5.9,3.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,v,V,V,parliamentary_party,3.3,2.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.2,6.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,SD,SD,SD,parliamentary_party,0.8,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,3.3,1.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,c,C,C,parliamentary_party,1.8,0.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,m,M,M,parliamentary_party,1.8,0.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,mp,MP,MP,parliamentary_party,0.7,0.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,s,S,S,parliamentary_party,81.5,2.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,v,V,V,parliamentary_party,1.3,0.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,8.2,1.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
