model,origin_date,target_date,horizon_days,split,party,is_parliamentary,point_forecast,predictive_mean,actual,error,absolute_error,squared_error,p05,p10,p25,p50,p75,p90,p95,interval50_contains_actual,interval80_contains_actual,interval90_contains_actual,width_50,width_80,width_90,crps,samples_count,seed,origin_estimate_date,origin_estimate_age_days
point_persistence,2018-01-08,2018-04-02,84,Development,REST,False,2.9,2.9,3.1,-0.2,0.2,0.04,2.9,2.9,2.9,2.9,2.9,2.9,2.9,0,0,0,0.0,0.0,0.0,0.2,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,M,True,23.4,23.4,22.3,1.1,1.1,1.21,23.4,23.4,23.4,23.4,23.4,23.4,23.4,0,0,0,0.0,0.0,0.0,1.1,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,L,True,4.9,4.9,4.6,0.3,0.3,0.09,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0,0,0,0.0,0.0,0.0,0.3,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,C,True,9.3,9.3,9.3,0.0,0.0,0.0,9.3,9.3,9.3,9.3,9.3,9.3,9.3,1,1,1,0.0,0.0,0.0,0.0,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,KD,True,3.0,3.0,3.3,-0.3,0.3,0.09,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0.0,0.0,0.0,0.3,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,S,True,28.3,28.3,26.5,1.8,1.8,3.24,28.3,28.3,28.3,28.3,28.3,28.3,28.3,0,0,0,0.0,0.0,0.0,1.8,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,V,True,7.5,7.5,8.1,-0.6,0.6,0.36,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0.0,0.0,0.0,0.6,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,MP,True,4.1,4.1,4.1,0.0,0.0,0.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,1,1,1,0.0,0.0,0.0,0.0,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,SD,True,16.6,16.6,18.6,-2.0,2.0,4.0,16.6,16.6,16.6,16.6,16.6,16.6,16.6,0,0,0,0.0,0.0,0.0,2.0,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-30,112,Development,REST,False,2.9,2.9,3.2,-0.3,0.3,0.09,2.9,2.9,2.9,2.9,2.9,2.9,2.9,0,0,0,0.0,0.0,0.0,0.3,5000,1358631385,2018-01-08,0
