model,horizon_days,party,cases,mean_crps,coverage_50,coverage_90,mean_width_50,mean_width_90
campaign_paths,16,S,198,0.241982,0.565657,0.914141,0.511392,1.485439
campaign_paths,16,SD,198,0.184661,0.616162,0.934343,0.493192,1.394515
campaign_paths,16,V,198,0.100682,0.565657,0.944444,0.227579,0.707499
campaign_paths,17,C,198,0.096994,0.444444,0.89899,0.197501,0.574665
campaign_paths,17,KD,198,0.118874,0.570707,0.919192,0.284915,0.671207
campaign_paths,17,L,198,0.076969,0.348485,0.848485,0.155525,0.372361
campaign_paths,17,M,198,0.162566,0.656566,0.954545,0.497515,1.222164
campaign_paths,17,MP,198,0.086212,0.535354,0.90404,0.219609,0.532203
campaign_paths,17,S,198,0.258505,0.525253,0.909091,0.545605,1.564868
campaign_paths,17,SD,198,0.196457,0.590909,0.934343,0.522637,1.468743
campaign_paths,17,V,198,0.108005,0.575758,0.934343,0.232184,0.754086
campaign_paths,18,C,198,0.104291,0.449495,0.888889,0.204476,0.599561
campaign_paths,18,KD,198,0.126867,0.555556,0.909091,0.290471,0.704445
campaign_paths,18,L,198,0.082056,0.318182,0.838384,0.161273,0.387265
campaign_paths,18,M,198,0.167315,0.686869,0.969697,0.520541,1.281625
campaign_paths,18,MP,198,0.091908,0.540404,0.893939,0.22316,0.55951
campaign_paths,18,S,198,0.281809,0.505051,0.909091,0.575046,1.648154
campaign_paths,18,SD,198,0.208725,0.60101,0.929293,0.554584,1.542459
campaign_paths,18,V,198,0.115929,0.590909,0.924242,0.237573,0.790867
campaign_paths,19,C,198,0.109943,0.444444,0.883838,0.213394,0.622193
campaign_paths,19,KD,198,0.131541,0.545455,0.929293,0.294674,0.733439
campaign_paths,19,L,198,0.084137,0.333333,0.833333,0.166887,0.400501
campaign_paths,19,M,198,0.177008,0.676768,0.969697,0.545189,1.344471
campaign_paths,19,MP,198,0.095681,0.530303,0.89899,0.226828,0.590167
campaign_paths,19,S,198,0.292635,0.505051,0.89899,0.603258,1.724903
campaign_paths,19,SD,198,0.220861,0.59596,0.924242,0.585038,1.617808
campaign_paths,19,V,198,0.120404,0.570707,0.924242,0.242611,0.822657
campaign_paths,20,C,198,0.113471,0.464646,0.893939,0.223339,0.652956
campaign_paths,20,KD,198,0.137852,0.530303,0.924242,0.298691,0.764199
campaign_paths,20,L,198,0.088867,0.338384,0.808081,0.171797,0.411066
campaign_paths,20,M,198,0.185756,0.671717,0.954545,0.570123,1.402696
campaign_paths,20,MP,198,0.101856,0.515152,0.914141,0.230309,0.619493
campaign_paths,20,S,198,0.304545,0.5,0.909091,0.63301,1.811015
campaign_paths,20,SD,198,0.228435,0.606061,0.934343,0.614878,1.686096
campaign_paths,20,V,198,0.125835,0.565657,0.934343,0.247681,0.852505
campaign_paths,21,C,198,0.119917,0.434343,0.883838,0.235213,0.684942
campaign_paths,21,KD,198,0.143317,0.520202,0.919192,0.30216,0.795236
campaign_paths,21,L,198,0.091065,0.323232,0.823232,0.177341,0.421196
campaign_paths,21,M,198,0.192255,0.636364,0.954545,0.595164,1.463712
campaign_paths,21,MP,198,0.102709,0.550505,0.924242,0.233985,0.646104
campaign_paths,21,S,198,0.318821,0.515152,0.909091,0.663298,1.890512
campaign_paths,21,SD,198,0.232484,0.621212,0.944444,0.64097,1.761336
campaign_paths,21,V,198,0.127482,0.585859,0.924242,0.25256,0.883883
campaign_paths,22,C,198,0.121791,0.449495,0.89899,0.247343,0.717703
campaign_paths,22,KD,198,0.148431,0.510101,0.924242,0.305221,0.828866
campaign_paths,22,L,198,0.092308,0.333333,0.813131,0.182236,0.430856
campaign_paths,22,M,198,0.198242,0.646465,0.969697,0.622337,1.528281
campaign_paths,22,MP,198,0.110048,0.530303,0.888889,0.237343,0.674743
campaign_paths,22,S,198,0.336826,0.489899,0.909091,0.695112,1.97229
campaign_paths,22,SD,198,0.248299,0.606061,0.939394,0.66574,1.835069
campaign_paths,22,V,198,0.133931,0.560606,0.919192,0.257964,0.923202
campaign_paths,23,C,198,0.126783,0.459596,0.883838,0.260268,0.749306
campaign_paths,23,KD,198,0.152042,0.510101,0.924242,0.308727,0.862669
campaign_paths,23,L,198,0.094159,0.40404,0.818182,0.187578,0.44363
campaign_paths,23,M,198,0.207553,0.656566,0.959596,0.647898,1.591371
campaign_paths,23,MP,198,0.113349,0.505051,0.888889,0.240741,0.698922
campaign_paths,23,S,198,0.345449,0.505051,0.909091,0.724969,2.052125
campaign_paths,23,SD,198,0.254665,0.616162,0.924242,0.691645,1.910502
campaign_paths,23,V,198,0.139823,0.555556,0.924242,0.265115,0.96252
campaign_paths,24,C,198,0.132205,0.474747,0.883838,0.271555,0.774198
campaign_paths,24,KD,198,0.158094,0.494949,0.924242,0.311922,0.898566
campaign_paths,24,L,198,0.095982,0.434343,0.838384,0.194507,0.458228
campaign_paths,24,M,198,0.217001,0.636364,0.964646,0.675041,1.656183
campaign_paths,24,MP,198,0.116534,0.489899,0.89899,0.244974,0.720499
campaign_paths,24,S,198,0.358454,0.510101,0.90404,0.760269,2.126659
campaign_paths,24,SD,198,0.265919,0.611111,0.944444,0.717776,1.986031
campaign_paths,24,V,198,0.144422,0.515152,0.924242,0.274046,0.990496
campaign_paths,25,C,198,0.136714,0.469697,0.883838,0.281843,0.80018
campaign_paths,25,KD,198,0.160602,0.484848,0.939394,0.315206,0.927914
campaign_paths,25,L,198,0.10065,0.444444,0.838384,0.201032,0.475181
campaign_paths,25,M,198,0.224774,0.646465,0.964646,0.700136,1.717285
campaign_paths,25,MP,198,0.119282,0.494949,0.893939,0.249431,0.742719
campaign_paths,25,S,198,0.372062,0.505051,0.90404,0.790771,2.21022
campaign_paths,25,SD,198,0.276872,0.60101,0.929293,0.743699,2.058502
campaign_paths,25,V,198,0.145838,0.545455,0.924242,0.283037,1.022808
campaign_paths,26,C,198,0.142191,0.479798,0.893939,0.291088,0.831204
campaign_paths,26,KD,198,0.169836,0.454545,0.934343,0.319045,0.955475
campaign_paths,26,L,198,0.107061,0.449495,0.838384,0.207441,0.493651
campaign_paths,26,M,198,0.232104,0.651515,0.959596,0.72451,1.781431
campaign_paths,26,MP,198,0.12447,0.474747,0.89899,0.254189,0.771149
campaign_paths,26,S,198,0.386163,0.5,0.909091,0.81828,2.29271
campaign_paths,26,SD,198,0.289257,0.60101,0.939394,0.769892,2.138079
campaign_paths,26,V,198,0.1558,0.520202,0.924242,0.29388,1.059434
campaign_paths,27,C,198,0.148628,0.444444,0.89899,0.299814,0.860306
campaign_paths,27,KD,198,0.175637,0.454545,0.929293,0.323401,0.985093
campaign_paths,27,L,198,0.108808,0.449495,0.848485,0.213166,0.511204
campaign_paths,27,M,198,0.240318,0.656566,0.969697,0.748879,1.848072
campaign_paths,27,MP,198,0.130597,0.464646,0.90404,0.258647,0.797604
campaign_paths,27,S,198,0.40178,0.510101,0.90404,0.847209,2.364122
campaign_paths,27,SD,198,0.297496,0.606061,0.929293,0.794697,2.209883
campaign_paths,27,V,198,0.158758,0.515152,0.929293,0.305885,1.093141
campaign_paths,28,C,198,0.148198,0.459596,0.90404,0.308839,0.887083
campaign_paths,28,KD,198,0.177048,0.439394,0.929293,0.328114,1.011646
campaign_paths,28,L,198,0.110739,0.464646,0.858586,0.218814,0.528161
campaign_paths,28,M,198,0.245141,0.661616,0.964646,0.774522,1.908714
campaign_paths,28,MP,198,0.132465,0.469697,0.90404,0.264129,0.823712
campaign_paths,28,S,198,0.406077,0.535354,0.914141,0.876176,2.446973
campaign_paths,28,SD,198,0.304298,0.621212,0.934343,0.819667,2.281648
campaign_paths,28,V,198,0.158052,0.530303,0.939394,0.31911,1.126131
endpoint_fan,1,C,198,0.056514,1.0,1.0,0.308839,0.887083
endpoint_fan,1,KD,198,0.066393,1.0,1.0,0.328114,1.011646
endpoint_fan,1,L,198,0.038446,0.974747,0.994949,0.218814,0.528161
endpoint_fan,1,M,198,0.139487,1.0,1.0,0.774522,1.908714
endpoint_fan,1,MP,198,0.051267,0.984848,1.0,0.264129,0.823712
endpoint_fan,1,S,198,0.157254,0.994949,1.0,0.876176,2.446973
endpoint_fan,1,SD,198,0.144984,1.0,1.0,0.819667,2.281648
endpoint_fan,1,V,198,0.063314,0.989899,1.0,0.31911,1.126131
endpoint_fan,2,C,198,0.058887,1.0,1.0,0.308839,0.887083
endpoint_fan,2,KD,198,0.068785,0.994949,1.0,0.328114,1.011646
endpoint_fan,2,L,198,0.041147,0.929293,0.994949,0.218814,0.528161
endpoint_fan,2,M,198,0.140227,1.0,1.0,0.774522,1.908714
endpoint_fan,2,MP,198,0.052739,0.974747,1.0,0.264129,0.823712
endpoint_fan,2,S,198,0.160733,0.989899,1.0,0.876176,2.446973
endpoint_fan,2,SD,198,0.147434,0.994949,1.0,0.819667,2.281648
endpoint_fan,2,V,198,0.064765,0.989899,1.0,0.31911,1.126131
endpoint_fan,3,C,198,0.060267,1.0,1.0,0.308839,0.887083
endpoint_fan,3,KD,198,0.070516,0.989899,1.0,0.328114,1.011646
endpoint_fan,3,L,198,0.043086,0.883838,0.994949,0.218814,0.528161
endpoint_fan,3,M,198,0.141412,1.0,1.0,0.774522,1.908714
endpoint_fan,3,MP,198,0.054811,0.974747,1.0,0.264129,0.823712
endpoint_fan,3,S,198,0.163372,0.984848,1.0,0.876176,2.446973
endpoint_fan,3,SD,198,0.148936,0.994949,1.0,0.819667,2.281648
endpoint_fan,3,V,198,0.067021,0.984848,1.0,0.31911,1.126131
endpoint_fan,4,C,198,0.063372,0.984848,1.0,0.308839,0.887083
endpoint_fan,4,KD,198,0.073613,0.974747,1.0,0.328114,1.011646
endpoint_fan,4,L,198,0.046406,0.838384,0.994949,0.218814,0.528161
endpoint_fan,4,M,198,0.144906,0.989899,1.0,0.774522,1.908714
endpoint_fan,4,MP,198,0.05665,0.954545,1.0,0.264129,0.823712
endpoint_fan,4,S,198,0.16734,0.979798,1.0,0.876176,2.446973
endpoint_fan,4,SD,198,0.151556,0.989899,1.0,0.819667,2.281648
endpoint_fan,4,V,198,0.07033,0.969697,1.0,0.31911,1.126131
endpoint_fan,5,C,198,0.065102,0.974747,1.0,0.308839,0.887083
endpoint_fan,5,KD,198,0.075481,0.959596,1.0,0.328114,1.011646
endpoint_fan,5,L,198,0.047739,0.818182,0.994949,0.218814,0.528161
endpoint_fan,5,M,198,0.146712,0.989899,1.0,0.774522,1.908714
endpoint_fan,5,MP,198,0.058291,0.949495,1.0,0.264129,0.823712
endpoint_fan,5,S,198,0.171849,0.969697,1.0,0.876176,2.446973
endpoint_fan,5,SD,198,0.155218,0.989899,1.0,0.819667,2.281648
endpoint_fan,5,V,198,0.072184,0.949495,1.0,0.31911,1.126131
endpoint_fan,6,C,198,0.067199,0.954545,1.0,0.308839,0.887083
endpoint_fan,6,KD,198,0.078889,0.924242,1.0,0.328114,1.011646
endpoint_fan,6,L,198,0.050143,0.79798,0.989899,0.218814,0.528161
endpoint_fan,6,M,198,0.149211,0.984848,1.0,0.774522,1.908714
endpoint_fan,6,MP,198,0.060575,0.929293,1.0,0.264129,0.823712
endpoint_fan,6,S,198,0.177113,0.959596,1.0,0.876176,2.446973
endpoint_fan,6,SD,198,0.158097,0.984848,1.0,0.819667,2.281648
endpoint_fan,6,V,198,0.075454,0.90404,1.0,0.31911,1.126131
endpoint_fan,7,C,198,0.071572,0.90404,1.0,0.308839,0.887083
endpoint_fan,7,KD,198,0.082241,0.914141,1.0,0.328114,1.011646
endpoint_fan,7,L,198,0.05229,0.757576,0.994949,0.218814,0.528161
endpoint_fan,7,M,198,0.150769,0.984848,1.0,0.774522,1.908714
endpoint_fan,7,MP,198,0.062308,0.914141,1.0,0.264129,0.823712
endpoint_fan,7,S,198,0.185191,0.939394,1.0,0.876176,2.446973
endpoint_fan,7,SD,198,0.160883,0.974747,1.0,0.819667,2.281648
endpoint_fan,7,V,198,0.078255,0.868687,1.0,0.31911,1.126131
endpoint_fan,8,C,198,0.073548,0.878788,1.0,0.308839,0.887083
endpoint_fan,8,KD,198,0.084815,0.888889,1.0,0.328114,1.011646
endpoint_fan,8,L,198,0.053623,0.722222,0.989899,0.218814,0.528161
endpoint_fan,8,M,198,0.153369,0.974747,1.0,0.774522,1.908714
endpoint_fan,8,MP,198,0.066565,0.888889,0.989899,0.264129,0.823712
endpoint_fan,8,S,198,0.193365,0.919192,0.994949,0.876176,2.446973
endpoint_fan,8,SD,198,0.167319,0.949495,1.0,0.819667,2.281648
endpoint_fan,8,V,198,0.081113,0.833333,1.0,0.31911,1.126131
endpoint_fan,9,C,198,0.075533,0.858586,1.0,0.308839,0.887083
endpoint_fan,9,KD,198,0.088242,0.868687,1.0,0.328114,1.011646
endpoint_fan,9,L,198,0.055481,0.712121,0.984848,0.218814,0.528161
endpoint_fan,9,M,198,0.156703,0.974747,1.0,0.774522,1.908714
endpoint_fan,9,MP,198,0.069269,0.873737,0.989899,0.264129,0.823712
endpoint_fan,9,S,198,0.198547,0.89899,0.994949,0.876176,2.446973
endpoint_fan,9,SD,198,0.17112,0.939394,1.0,0.819667,2.281648
endpoint_fan,9,V,198,0.085308,0.80303,1.0,0.31911,1.126131
endpoint_fan,10,C,198,0.078644,0.828283,1.0,0.308839,0.887083
endpoint_fan,10,KD,198,0.092276,0.828283,1.0,0.328114,1.011646
endpoint_fan,10,L,198,0.057234,0.691919,0.979798,0.218814,0.528161
endpoint_fan,10,M,198,0.15968,0.959596,1.0,0.774522,1.908714
endpoint_fan,10,MP,198,0.07151,0.853535,0.989899,0.264129,0.823712
endpoint_fan,10,S,198,0.206789,0.868687,0.984848,0.876176,2.446973
endpoint_fan,10,SD,198,0.177271,0.934343,1.0,0.819667,2.281648
endpoint_fan,10,V,198,0.08866,0.767677,1.0,0.31911,1.126131
endpoint_fan,11,C,198,0.081054,0.808081,1.0,0.308839,0.887083
endpoint_fan,11,KD,198,0.094093,0.823232,1.0,0.328114,1.011646
endpoint_fan,11,L,198,0.060299,0.666667,0.974747,0.218814,0.528161
endpoint_fan,11,M,198,0.162687,0.934343,1.0,0.774522,1.908714
endpoint_fan,11,MP,198,0.073457,0.808081,0.989899,0.264129,0.823712
endpoint_fan,11,S,198,0.215903,0.843434,0.984848,0.876176,2.446973
endpoint_fan,11,SD,198,0.182299,0.924242,1.0,0.819667,2.281648
endpoint_fan,11,V,198,0.089816,0.772727,1.0,0.31911,1.126131
endpoint_fan,12,C,198,0.083689,0.777778,1.0,0.308839,0.887083
endpoint_fan,12,KD,198,0.10043,0.777778,0.994949,0.328114,1.011646
endpoint_fan,12,L,198,0.063717,0.646465,0.959596,0.218814,0.528161
endpoint_fan,12,M,198,0.165919,0.919192,1.0,0.774522,1.908714
endpoint_fan,12,MP,198,0.076792,0.777778,0.989899,0.264129,0.823712
endpoint_fan,12,S,198,0.224857,0.818182,0.979798,0.876176,2.446973
endpoint_fan,12,SD,198,0.189523,0.888889,1.0,0.819667,2.281648
endpoint_fan,12,V,198,0.095106,0.737374,1.0,0.31911,1.126131
endpoint_fan,13,C,198,0.088281,0.717172,1.0,0.308839,0.887083
endpoint_fan,13,KD,198,0.104337,0.762626,0.994949,0.328114,1.011646
endpoint_fan,13,L,198,0.065202,0.626263,0.959596,0.218814,0.528161
endpoint_fan,13,M,198,0.170439,0.89899,1.0,0.774522,1.908714
endpoint_fan,13,MP,198,0.081024,0.727273,0.989899,0.264129,0.823712
endpoint_fan,13,S,198,0.236236,0.792929,0.974747,0.876176,2.446973
endpoint_fan,13,SD,198,0.19488,0.868687,1.0,0.819667,2.281648
endpoint_fan,13,V,198,0.097626,0.732323,1.0,0.31911,1.126131
endpoint_fan,14,C,198,0.09027,0.712121,0.994949,0.308839,0.887083
endpoint_fan,14,KD,198,0.107932,0.757576,0.994949,0.328114,1.011646
endpoint_fan,14,L,198,0.067251,0.626263,0.949495,0.218814,0.528161
endpoint_fan,14,M,198,0.174826,0.888889,1.0,0.774522,1.908714
endpoint_fan,14,MP,198,0.082208,0.717172,0.989899,0.264129,0.823712
endpoint_fan,14,S,198,0.243622,0.777778,0.974747,0.876176,2.446973
endpoint_fan,14,SD,198,0.200786,0.853535,1.0,0.819667,2.281648
endpoint_fan,14,V,198,0.100962,0.707071,0.994949,0.31911,1.126131
endpoint_fan,15,C,198,0.091382,0.707071,0.994949,0.308839,0.887083
endpoint_fan,15,KD,198,0.112536,0.732323,0.994949,0.328114,1.011646
endpoint_fan,15,L,198,0.06988,0.611111,0.944444,0.218814,0.528161
endpoint_fan,15,M,198,0.178966,0.868687,1.0,0.774522,1.908714
endpoint_fan,15,MP,198,0.084879,0.69697,0.989899,0.264129,0.823712
endpoint_fan,15,S,198,0.25612,0.747475,0.969697,0.876176,2.446973
endpoint_fan,15,SD,198,0.206433,0.843434,1.0,0.819667,2.281648
endpoint_fan,15,V,198,0.105451,0.686869,0.994949,0.31911,1.126131
endpoint_fan,16,C,198,0.09807,0.686869,0.974747,0.308839,0.887083
endpoint_fan,16,KD,198,0.118156,0.70202,0.989899,0.328114,1.011646
endpoint_fan,16,L,198,0.07552,0.585859,0.934343,0.218814,0.528161
endpoint_fan,16,M,198,0.182381,0.873737,1.0,0.774522,1.908714
endpoint_fan,16,MP,198,0.086426,0.691919,0.989899,0.264129,0.823712
endpoint_fan,16,S,198,0.260407,0.732323,0.969697,0.876176,2.446973
endpoint_fan,16,SD,198,0.210858,0.818182,1.0,0.819667,2.281648
endpoint_fan,16,V,198,0.107356,0.676768,0.994949,0.31911,1.126131
endpoint_fan,17,C,198,0.101157,0.671717,0.964646,0.308839,0.887083
endpoint_fan,17,KD,198,0.122848,0.686869,0.979798,0.328114,1.011646
endpoint_fan,17,L,198,0.078317,0.570707,0.929293,0.218814,0.528161
endpoint_fan,17,M,198,0.187728,0.853535,1.0,0.774522,1.908714
endpoint_fan,17,MP,198,0.090618,0.646465,0.989899,0.264129,0.823712
endpoint_fan,17,S,198,0.273139,0.707071,0.959596,0.876176,2.446973
endpoint_fan,17,SD,198,0.218913,0.79798,0.994949,0.819667,2.281648
endpoint_fan,17,V,198,0.113448,0.661616,0.984848,0.31911,1.126131
endpoint_fan,18,C,198,0.106845,0.636364,0.964646,0.308839,0.887083
