model,horizon_days,party,cases,mean_crps,coverage_50,coverage_90,mean_width_50,mean_width_90
independent_walk,9,S,198,0.151207,0.464646,0.782828,0.22243,0.59773
independent_walk,9,SD,198,0.115191,0.449495,0.823232,0.20689,0.524428
independent_walk,9,V,198,0.069439,0.424242,0.914141,0.173272,0.414497
independent_walk,10,C,198,0.067175,0.308081,0.843434,0.129006,0.323628
independent_walk,10,KD,198,0.078372,0.343434,0.893939,0.146723,0.414218
independent_walk,10,L,198,0.050296,0.469697,0.89899,0.103643,0.26373
independent_walk,10,M,198,0.106158,0.439394,0.818182,0.20179,0.53709
independent_walk,10,MP,198,0.059504,0.363636,0.924242,0.133683,0.342983
independent_walk,10,S,198,0.165196,0.459596,0.757576,0.235535,0.632097
independent_walk,10,SD,198,0.128401,0.5,0.80303,0.215449,0.559107
independent_walk,10,V,198,0.075124,0.429293,0.89899,0.180974,0.430229
independent_walk,11,C,198,0.070687,0.30303,0.853535,0.134724,0.336778
independent_walk,11,KD,198,0.080792,0.353535,0.929293,0.156997,0.435321
independent_walk,11,L,198,0.055021,0.439394,0.924242,0.110071,0.280162
independent_walk,11,M,198,0.114034,0.479798,0.808081,0.211243,0.564116
independent_walk,11,MP,198,0.062589,0.363636,0.919192,0.144598,0.368135
independent_walk,11,S,198,0.182298,0.419192,0.727273,0.248277,0.667468
independent_walk,11,SD,198,0.139073,0.474747,0.80303,0.224519,0.588636
independent_walk,11,V,198,0.076864,0.459596,0.90404,0.186595,0.444395
independent_walk,12,C,198,0.074865,0.30303,0.843434,0.139471,0.348893
independent_walk,12,KD,198,0.090613,0.368687,0.90404,0.166072,0.45629
independent_walk,12,L,198,0.059295,0.419192,0.919192,0.113969,0.294244
independent_walk,12,M,198,0.120714,0.510101,0.813131,0.221644,0.587497
independent_walk,12,MP,198,0.0676,0.378788,0.914141,0.153168,0.385266
independent_walk,12,S,198,0.197387,0.409091,0.717172,0.262161,0.701445
independent_walk,12,SD,198,0.152241,0.459596,0.792929,0.233758,0.615247
independent_walk,12,V,198,0.084521,0.464646,0.893939,0.191433,0.459615
independent_walk,13,C,198,0.082319,0.272727,0.792929,0.143977,0.360797
independent_walk,13,KD,198,0.096439,0.348485,0.888889,0.174522,0.476213
independent_walk,13,L,198,0.061435,0.383838,0.919192,0.117152,0.306174
independent_walk,13,M,198,0.131724,0.5,0.80303,0.231465,0.610222
independent_walk,13,MP,198,0.073556,0.419192,0.883838,0.160944,0.399136
independent_walk,13,S,198,0.214075,0.368687,0.707071,0.275016,0.7344
independent_walk,13,SD,198,0.16143,0.429293,0.808081,0.243809,0.637506
independent_walk,13,V,198,0.087948,0.474747,0.878788,0.196039,0.475339
independent_walk,14,C,198,0.084344,0.282828,0.787879,0.148103,0.372625
independent_walk,14,KD,198,0.101088,0.363636,0.878788,0.18262,0.495472
independent_walk,14,L,198,0.063711,0.39899,0.893939,0.120074,0.317339
independent_walk,14,M,198,0.13979,0.474747,0.808081,0.241816,0.633381
independent_walk,14,MP,198,0.075194,0.419192,0.868687,0.167931,0.411126
independent_walk,14,S,198,0.223976,0.378788,0.712121,0.287332,0.76546
independent_walk,14,SD,198,0.171085,0.429293,0.79798,0.253542,0.660369
independent_walk,14,V,198,0.092695,0.469697,0.873737,0.200095,0.493391
independent_walk,15,C,198,0.085716,0.287879,0.808081,0.151898,0.384964
independent_walk,15,KD,198,0.107322,0.358586,0.863636,0.190853,0.513311
independent_walk,15,L,198,0.067108,0.363636,0.888889,0.123048,0.327552
independent_walk,15,M,198,0.146891,0.474747,0.808081,0.251587,0.657241
independent_walk,15,MP,198,0.078633,0.419192,0.863636,0.173579,0.421587
independent_walk,15,S,198,0.242129,0.333333,0.707071,0.299741,0.794065
independent_walk,15,SD,198,0.179194,0.424242,0.792929,0.264392,0.682618
independent_walk,15,V,198,0.098295,0.484848,0.858586,0.204279,0.513088
independent_walk,16,C,198,0.094028,0.287879,0.792929,0.156038,0.397836
independent_walk,16,KD,198,0.11458,0.358586,0.838384,0.198348,0.530609
independent_walk,16,L,198,0.073852,0.348485,0.868687,0.126001,0.33731
independent_walk,16,M,198,0.153293,0.444444,0.79798,0.26152,0.678636
independent_walk,16,MP,198,0.0808,0.419192,0.853535,0.178565,0.431693
independent_walk,16,S,198,0.250135,0.328283,0.70202,0.311066,0.825257
independent_walk,16,SD,198,0.186595,0.409091,0.787879,0.274538,0.706013
independent_walk,16,V,198,0.100741,0.479798,0.858586,0.208599,0.532886
independent_walk,17,C,198,0.098144,0.277778,0.782828,0.159996,0.41103
independent_walk,17,KD,198,0.120203,0.368687,0.838384,0.205308,0.54685
independent_walk,17,L,198,0.07734,0.333333,0.838384,0.12919,0.346443
independent_walk,17,M,198,0.162163,0.429293,0.787879,0.2709,0.701957
independent_walk,17,MP,198,0.086458,0.414141,0.818182,0.183178,0.441104
independent_walk,17,S,198,0.268472,0.323232,0.676768,0.322335,0.854587
independent_walk,17,SD,198,0.199343,0.39899,0.757576,0.28517,0.7291
independent_walk,17,V,198,0.10836,0.474747,0.843434,0.212647,0.552345
independent_walk,18,C,198,0.106513,0.267677,0.732323,0.163973,0.423872
independent_walk,18,KD,198,0.128897,0.373737,0.818182,0.212723,0.562337
independent_walk,18,L,198,0.082363,0.308081,0.828283,0.132601,0.355816
independent_walk,18,M,198,0.165531,0.409091,0.787879,0.280307,0.723732
independent_walk,18,MP,198,0.092083,0.414141,0.818182,0.187131,0.450473
independent_walk,18,S,198,0.294126,0.338384,0.666667,0.33266,0.882959
independent_walk,18,SD,198,0.212183,0.388889,0.727273,0.295285,0.750614
independent_walk,18,V,198,0.116574,0.474747,0.833333,0.216745,0.571304
independent_walk,19,C,198,0.112699,0.287879,0.707071,0.167819,0.436704
independent_walk,19,KD,198,0.133738,0.368687,0.823232,0.219335,0.577245
independent_walk,19,L,198,0.0843,0.30303,0.818182,0.135986,0.364997
independent_walk,19,M,198,0.176094,0.383838,0.772727,0.289735,0.744294
independent_walk,19,MP,198,0.095917,0.388889,0.813131,0.1909,0.460397
independent_walk,19,S,198,0.305394,0.328283,0.69697,0.343179,0.911503
independent_walk,19,SD,198,0.225747,0.373737,0.727273,0.305327,0.772597
independent_walk,19,V,198,0.121052,0.5,0.853535,0.221393,0.587659
independent_walk,20,C,198,0.116312,0.308081,0.707071,0.172181,0.448766
independent_walk,20,KD,198,0.140423,0.363636,0.813131,0.225813,0.591328
independent_walk,20,L,198,0.08901,0.292929,0.792929,0.139652,0.374571
independent_walk,20,M,198,0.185806,0.348485,0.782828,0.298268,0.763143
independent_walk,20,MP,198,0.102396,0.358586,0.79798,0.194303,0.470924
independent_walk,20,S,198,0.318416,0.333333,0.691919,0.353356,0.938889
independent_walk,20,SD,198,0.233772,0.353535,0.737374,0.314253,0.792602
independent_walk,20,V,198,0.126569,0.525253,0.818182,0.225753,0.604197
independent_walk,21,C,198,0.123354,0.277778,0.717172,0.176288,0.460576
independent_walk,21,KD,198,0.146311,0.353535,0.818182,0.232317,0.604815
independent_walk,21,L,198,0.091273,0.272727,0.787879,0.143419,0.384713
independent_walk,21,M,198,0.19195,0.358586,0.777778,0.307056,0.781849
independent_walk,21,MP,198,0.102946,0.388889,0.792929,0.197475,0.48177
independent_walk,21,S,198,0.33369,0.308081,0.676768,0.363105,0.965491
independent_walk,21,SD,198,0.236645,0.368687,0.737374,0.323078,0.811987
independent_walk,21,V,198,0.128048,0.530303,0.843434,0.230479,0.620714
independent_walk,22,C,198,0.124913,0.287879,0.737374,0.180611,0.471125
independent_walk,22,KD,198,0.151691,0.363636,0.833333,0.238446,0.618585
independent_walk,22,L,198,0.092418,0.262626,0.782828,0.146914,0.394421
independent_walk,22,M,198,0.1978,0.348485,0.777778,0.314698,0.801221
independent_walk,22,MP,198,0.110837,0.388889,0.787879,0.200591,0.493011
independent_walk,22,S,198,0.354101,0.282828,0.641414,0.372876,0.991114
independent_walk,22,SD,198,0.25447,0.343434,0.722222,0.331498,0.831929
independent_walk,22,V,198,0.134571,0.535354,0.833333,0.235253,0.634834
independent_walk,23,C,198,0.130413,0.287879,0.707071,0.184957,0.481778
independent_walk,23,KD,198,0.155458,0.363636,0.843434,0.244376,0.634023
independent_walk,23,L,198,0.094061,0.277778,0.782828,0.150778,0.403894
independent_walk,23,M,198,0.207952,0.338384,0.767677,0.322372,0.819713
independent_walk,23,MP,198,0.114181,0.378788,0.80303,0.203859,0.505085
independent_walk,23,S,198,0.363097,0.287879,0.656566,0.38268,1.016006
independent_walk,23,SD,198,0.260095,0.338384,0.717172,0.339765,0.850581
independent_walk,23,V,198,0.140628,0.540404,0.813131,0.240249,0.648694
independent_walk,24,C,198,0.136258,0.287879,0.712121,0.189476,0.49174
independent_walk,24,KD,198,0.161811,0.358586,0.853535,0.249629,0.649017
independent_walk,24,L,198,0.095807,0.282828,0.79798,0.154559,0.413271
independent_walk,24,M,198,0.219017,0.313131,0.752525,0.329692,0.837179
independent_walk,24,MP,198,0.117301,0.388889,0.818182,0.206866,0.517314
independent_walk,24,S,198,0.376261,0.282828,0.661616,0.392169,1.041635
independent_walk,24,SD,198,0.272034,0.333333,0.717172,0.347718,0.86879
independent_walk,24,V,198,0.145398,0.510101,0.80303,0.245335,0.662386
independent_walk,25,C,198,0.141504,0.267677,0.70202,0.193856,0.501587
independent_walk,25,KD,198,0.164252,0.353535,0.863636,0.25516,0.663026
independent_walk,25,L,198,0.1008,0.287879,0.772727,0.158192,0.422808
independent_walk,25,M,198,0.227893,0.287879,0.742424,0.336943,0.855542
independent_walk,25,MP,198,0.120153,0.388889,0.808081,0.209998,0.530333
independent_walk,25,S,198,0.391965,0.308081,0.631313,0.401554,1.06761
independent_walk,25,SD,198,0.285082,0.323232,0.686869,0.354971,0.887081
independent_walk,25,V,198,0.146785,0.535354,0.813131,0.250928,0.67684
independent_walk,26,C,198,0.14772,0.272727,0.707071,0.19837,0.511641
independent_walk,26,KD,198,0.174341,0.338384,0.863636,0.260386,0.676368
independent_walk,26,L,198,0.107724,0.272727,0.767677,0.161936,0.431435
independent_walk,26,M,198,0.235399,0.282828,0.742424,0.344234,0.872922
independent_walk,26,MP,198,0.125646,0.368687,0.813131,0.21275,0.543339
independent_walk,26,S,198,0.407917,0.29798,0.641414,0.410661,1.093062
independent_walk,26,SD,198,0.298852,0.323232,0.656566,0.362319,0.904034
independent_walk,26,V,198,0.157556,0.505051,0.80303,0.256501,0.690429
independent_walk,27,C,198,0.15499,0.262626,0.686869,0.202628,0.52122
independent_walk,27,KD,198,0.180476,0.338384,0.853535,0.265304,0.689814
independent_walk,27,L,198,0.109732,0.277778,0.767677,0.165442,0.439305
independent_walk,27,M,198,0.244799,0.292929,0.722222,0.351286,0.889238
independent_walk,27,MP,198,0.132137,0.368687,0.808081,0.216062,0.555406
independent_walk,27,S,198,0.425037,0.287879,0.641414,0.42003,1.116596
independent_walk,27,SD,198,0.307307,0.318182,0.661616,0.368801,0.922394
independent_walk,27,V,198,0.160548,0.494949,0.808081,0.262371,0.70416
independent_walk,28,C,198,0.154137,0.257576,0.712121,0.206712,0.530814
independent_walk,28,KD,198,0.181578,0.368687,0.853535,0.270691,0.703353
independent_walk,28,L,198,0.111603,0.292929,0.757576,0.169086,0.44716
independent_walk,28,M,198,0.247954,0.30303,0.722222,0.358068,0.906659
independent_walk,28,MP,198,0.134101,0.368687,0.813131,0.219117,0.567032
independent_walk,28,S,198,0.427773,0.29798,0.656566,0.428334,1.141005
independent_walk,28,SD,198,0.313206,0.333333,0.666667,0.376553,0.938605
independent_walk,28,V,198,0.159145,0.505051,0.808081,0.268129,0.718019
