model,origin_date,target_date,horizon_days,party,point_forecast,predictive_mean,actual,error,absolute_error,squared_error,p05,p10,p25,p50,p75,p90,p95,interval50_contains_actual,interval80_contains_actual,interval90_contains_actual,width_50,width_80,width_90,crps,samples_count,seed,origin_estimate_date,origin_estimate_age_days
no_change,2026-05-21,2026-08-13,84,S,32.2339,32.2363,30.7,1.5339,1.5339,2.352954,31.2044,31.4345,31.8101,32.2339,32.6623,33.0589,33.2706,0,0,0,0.8521,1.6245,2.0662,1.183505,5000,1991638600,2026-05-21,0
no_change,2026-05-21,2026-08-13,84,V,8.4858,8.4917,7.7,0.7858,0.7858,0.617526,7.9432,8.0543,8.2676,8.4858,8.7161,8.9335,9.0553,0,0,0,0.4485,0.8792,1.1121,0.60231,5000,1991638600,2026-05-21,0
no_change,2026-05-21,2026-08-13,84,MP,6.7781,6.7972,7.4,-0.6219,0.6219,0.386783,5.977,6.1291,6.436,6.7781,7.137,7.4741,7.6917,0,1,1,0.701,1.345,1.7147,0.382945,5000,1991638600,2026-05-21,0
no_change,2026-05-21,2026-08-13,84,SD,19.2694,19.2773,19.2,0.0694,0.0694,0.004813,18.4497,18.6137,18.9249,19.2694,19.6219,19.9463,20.1365,1,1,1,0.697,1.3326,1.6868,0.123616,5000,1991638600,2026-05-21,0
no_change,2026-05-21,2026-08-13,84,REST,2.0974,2.2231,1.9,0.1974,0.1974,0.03896,1.2058,1.354,1.6704,2.0974,2.6392,3.2405,3.6576,1,1,1,0.9689,1.8865,2.4518,0.19295,5000,1991638600,2026-05-21,0
no_change,2026-05-28,2026-06-04,7,M,17.3778,17.3797,17.2,0.1778,0.1778,0.031607,16.7406,16.874,17.1057,17.3778,17.6471,17.8887,18.0433,1,1,1,0.5414,1.0147,1.3027,0.124253,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-04,7,L,2.0939,2.0993,2.0,0.0939,0.0939,0.008815,1.8751,1.9235,2.0026,2.0939,2.1924,2.2822,2.3372,0,1,1,0.1899,0.3588,0.4621,0.057587,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-04,7,C,6.1036,6.1092,6.2,-0.0964,0.0964,0.009296,5.6599,5.7569,5.9216,6.1036,6.2953,6.4597,6.5761,1,1,1,0.3737,0.7028,0.9163,0.077521,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-04,7,KD,5.4985,5.5049,5.7,-0.2015,0.2015,0.040611,5.0146,5.1267,5.3021,5.4985,5.707,5.8956,5.9973,1,1,1,0.405,0.7689,0.9828,0.120461,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-04,7,S,32.2638,32.2634,32.2,0.0638,0.0638,0.004071,31.3509,31.5426,31.8913,32.2638,32.6391,32.9634,33.1493,1,1,1,0.7478,1.4208,1.7984,0.131817,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-04,7,V,8.4804,8.4857,8.6,-0.1196,0.1196,0.014297,8.0171,8.1182,8.2855,8.4804,8.6825,8.8608,8.9689,1,1,1,0.397,0.7426,0.9518,0.087994,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-04,7,MP,6.7878,6.7987,6.8,-0.0122,0.0122,0.00015,6.1021,6.2526,6.5053,6.7878,7.0773,7.3559,7.5357,1,1,1,0.572,1.1034,1.4337,0.100433,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-04,7,SD,19.2751,19.2812,19.3,-0.0249,0.0249,0.000621,18.4639,18.6402,18.9539,19.2751,19.6051,19.9261,20.1189,1,1,1,0.6512,1.2859,1.655,0.114933,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-04,7,REST,1.9945,2.078,2.0,-0.0055,0.0055,3e-05,1.2549,1.3878,1.652,1.9945,2.4058,2.8643,3.1958,1,1,1,0.7538,1.4764,1.9409,0.133424,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,M,17.3778,17.3797,17.2,0.1778,0.1778,0.031607,16.7406,16.874,17.1057,17.3778,17.6471,17.8887,18.0433,1,1,1,0.5414,1.0147,1.3027,0.124253,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,L,2.0939,2.0993,1.9,0.1939,0.1939,0.037594,1.8751,1.9235,2.0026,2.0939,2.1924,2.2822,2.3372,0,0,1,0.1899,0.3588,0.4621,0.127713,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,C,6.1036,6.1092,6.2,-0.0964,0.0964,0.009296,5.6599,5.7569,5.9216,6.1036,6.2953,6.4597,6.5761,1,1,1,0.3737,0.7028,0.9163,0.077521,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,KD,5.4985,5.5049,5.9,-0.4015,0.4015,0.16122,5.0146,5.1267,5.3021,5.4985,5.707,5.8956,5.9973,0,0,1,0.405,0.7689,0.9828,0.254049,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,S,32.2638,32.2634,32.2,0.0638,0.0638,0.004071,31.3509,31.5426,31.8913,32.2638,32.6391,32.9634,33.1493,1,1,1,0.7478,1.4208,1.7984,0.131817,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,V,8.4804,8.4857,8.5,-0.0196,0.0196,0.000383,8.0171,8.1182,8.2855,8.4804,8.6825,8.8608,8.9689,1,1,1,0.397,0.7426,0.9518,0.069648,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,MP,6.7878,6.7987,6.9,-0.1122,0.1122,0.012599,6.1021,6.2526,6.5053,6.7878,7.0773,7.3559,7.5357,1,1,1,0.572,1.1034,1.4337,0.111711,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,SD,19.2751,19.2812,19.4,-0.1249,0.1249,0.015606,18.4639,18.6402,18.9539,19.2751,19.6051,19.9261,20.1189,1,1,1,0.6512,1.2859,1.655,0.126712,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-11,14,REST,1.9945,2.078,1.8,0.1945,0.1945,0.037844,1.2549,1.3878,1.652,1.9945,2.4058,2.8643,3.1958,1,1,1,0.7538,1.4764,1.9409,0.160271,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,M,17.3778,17.3797,17.5,-0.1222,0.1222,0.014937,16.7406,16.874,17.1057,17.3778,17.6471,17.8887,18.0433,1,1,1,0.5414,1.0147,1.3027,0.10846,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,L,2.0939,2.0993,1.9,0.1939,0.1939,0.037594,1.8751,1.9235,2.0026,2.0939,2.1924,2.2822,2.3372,0,0,1,0.1899,0.3588,0.4621,0.127713,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,C,6.1036,6.1092,6.4,-0.2964,0.2964,0.087863,5.6599,5.7569,5.9216,6.1036,6.2953,6.4597,6.5761,0,1,1,0.3737,0.7028,0.9163,0.178537,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,KD,5.4985,5.5049,5.9,-0.4015,0.4015,0.16122,5.0146,5.1267,5.3021,5.4985,5.707,5.8956,5.9973,0,0,1,0.405,0.7689,0.9828,0.254049,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,S,32.2638,32.2634,31.8,0.4638,0.4638,0.215113,31.3509,31.5426,31.8913,32.2638,32.6391,32.9634,33.1493,0,1,1,0.7478,1.4208,1.7984,0.277349,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,V,8.4804,8.4857,8.2,0.2804,0.2804,0.078641,8.0171,8.1182,8.2855,8.4804,8.6825,8.8608,8.9689,0,1,1,0.397,0.7426,0.9518,0.168653,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,MP,6.7878,6.7987,7.1,-0.3122,0.3122,0.097496,6.1021,6.2526,6.5053,6.7878,7.0773,7.3559,7.5357,0,1,1,0.572,1.1034,1.4337,0.186563,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,SD,19.2751,19.2812,19.3,-0.0249,0.0249,0.000621,18.4639,18.6402,18.9539,19.2751,19.6051,19.9261,20.1189,1,1,1,0.6512,1.2859,1.655,0.114933,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-06-25,28,REST,1.9945,2.078,1.9,0.0945,0.0945,0.008937,1.2549,1.3878,1.652,1.9945,2.4058,2.8643,3.1958,1,1,1,0.7538,1.4764,1.9409,0.139386,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,M,17.3778,17.3797,17.7,-0.3222,0.3222,0.103824,16.7406,16.874,17.1057,17.3778,17.6471,17.8887,18.0433,0,1,1,0.5414,1.0147,1.3027,0.191195,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,L,2.0939,2.0993,2.0,0.0939,0.0939,0.008815,1.8751,1.9235,2.0026,2.0939,2.1924,2.2822,2.3372,0,1,1,0.1899,0.3588,0.4621,0.057587,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,C,6.1036,6.1092,6.6,-0.4964,0.4964,0.24643,5.6599,5.7569,5.9216,6.1036,6.2953,6.4597,6.5761,0,0,0,0.3737,0.7028,0.9163,0.34518,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,KD,5.4985,5.5049,6.2,-0.7015,0.7015,0.492133,5.0146,5.1267,5.3021,5.4985,5.707,5.8956,5.9973,0,0,0,0.405,0.7689,0.9828,0.52949,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,S,32.2638,32.2634,31.2,1.0638,1.0638,1.131677,31.3509,31.5426,31.8913,32.2638,32.6391,32.9634,33.1493,0,0,0,0.7478,1.4208,1.7984,0.764225,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,V,8.4804,8.4857,8.0,0.4804,0.4804,0.230812,8.0171,8.1182,8.2855,8.4804,8.6825,8.8608,8.9689,0,0,0,0.397,0.7426,0.9518,0.330924,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,MP,6.7878,6.7987,7.2,-0.4122,0.4122,0.169945,6.1021,6.2526,6.5053,6.7878,7.0773,7.3559,7.5357,0,1,1,0.572,1.1034,1.4337,0.245684,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,SD,19.2751,19.2812,19.2,0.0751,0.0751,0.005636,18.4639,18.6402,18.9539,19.2751,19.6051,19.9261,20.1189,1,1,1,0.6512,1.2859,1.655,0.118978,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-07-23,56,REST,1.9945,2.078,1.9,0.0945,0.0945,0.008937,1.2549,1.3878,1.652,1.9945,2.4058,2.8643,3.1958,1,1,1,0.7538,1.4764,1.9409,0.139386,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,M,17.3778,17.3797,18.1,-0.7222,0.7222,0.521598,16.7406,16.874,17.1057,17.3778,17.6471,17.8887,18.0433,0,0,0,0.5414,1.0147,1.3027,0.507441,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,L,2.0939,2.0993,2.0,0.0939,0.0939,0.008815,1.8751,1.9235,2.0026,2.0939,2.1924,2.2822,2.3372,0,1,1,0.1899,0.3588,0.4621,0.057587,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,C,6.1036,6.1092,6.9,-0.7964,0.7964,0.634281,5.6599,5.7569,5.9216,6.1036,6.2953,6.4597,6.5761,0,0,0,0.3737,0.7028,0.9163,0.63527,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,KD,5.4985,5.5049,6.4,-0.9015,0.9015,0.812742,5.0146,5.1267,5.3021,5.4985,5.707,5.8956,5.9973,0,0,0,0.405,0.7689,0.9828,0.72699,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,S,32.2638,32.2634,30.5,1.7638,1.7638,3.111001,31.3509,31.5426,31.8913,32.2638,32.6391,32.9634,33.1493,0,0,0,0.7478,1.4208,1.7984,1.451936,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,V,8.4804,8.4857,7.6,0.8804,0.8804,0.775156,8.0171,8.1182,8.2855,8.4804,8.6825,8.8608,8.9689,0,0,0,0.397,0.7426,0.9518,0.720925,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,MP,6.7878,6.7987,7.4,-0.6122,0.6122,0.374842,6.1021,6.2526,6.5053,6.7878,7.0773,7.3559,7.5357,0,0,1,0.572,1.1034,1.4337,0.395523,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,SD,19.2751,19.2812,19.1,0.1751,0.1751,0.030651,18.4639,18.6402,18.9539,19.2751,19.6051,19.9261,20.1189,1,1,1,0.6512,1.2859,1.655,0.139363,5000,622950628,2026-05-28,0
no_change,2026-05-28,2026-08-20,84,REST,1.9945,2.078,2.0,-0.0055,0.0055,3e-05,1.2549,1.3878,1.652,1.9945,2.4058,2.8643,3.1958,1,1,1,0.7538,1.4764,1.9409,0.133424,5000,622950628,2026-05-28,0
no_change,2026-06-04,2026-06-11,7,M,17.1784,17.186,17.2,-0.0216,0.0216,0.000466,16.5938,16.7225,16.9438,17.1784,17.423,17.6499,17.7898,1,1,1,0.4792,0.9274,1.1961,0.085165,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-11,7,L,1.998,1.9998,1.9,0.098,0.098,0.009614,1.7954,1.8355,1.9134,1.998,2.0845,2.1661,2.2121,0,1,1,0.1712,0.3306,0.4167,0.058252,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-11,7,C,6.2021,6.203,6.2,0.0021,0.0021,4e-06,5.7907,5.8801,6.0244,6.2021,6.3757,6.5299,6.6369,1,1,1,0.3514,0.6498,0.8462,0.060546,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-11,7,KD,5.6875,5.6929,5.9,-0.2125,0.2125,0.045144,5.2377,5.3386,5.4965,5.6875,5.8833,6.0531,6.1703,0,1,1,0.3868,0.7145,0.9326,0.126037,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-11,7,S,32.1771,32.1723,32.2,-0.0229,0.0229,0.000524,31.3434,31.5159,31.8182,32.1771,32.5135,32.8123,33.0121,1,1,1,0.6953,1.2964,1.6687,0.120475,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-11,7,V,8.5925,8.5959,8.5,0.0925,0.0925,0.00855,8.1498,8.2547,8.4118,8.5925,8.7781,8.946,9.044,1,1,1,0.3662,0.6913,0.8942,0.075688,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-11,7,MP,6.7896,6.8031,6.9,-0.1104,0.1104,0.012183,6.1748,6.3058,6.5334,6.7896,7.0599,7.325,7.4797,1,1,1,0.5266,1.0192,1.305,0.10384,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-11,7,SD,19.2804,19.2834,19.4,-0.1196,0.1196,0.014305,18.5506,18.707,18.978,19.2804,19.59,19.8606,20.0246,1,1,1,0.612,1.1536,1.4741,0.118649,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-11,7,REST,1.9929,2.0636,1.8,0.1929,0.1929,0.037191,1.2976,1.4346,1.6729,1.9929,2.3897,2.7873,3.0559,1,1,1,0.7167,1.3527,1.7583,0.152644,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,M,17.1784,17.186,17.3,-0.1216,0.1216,0.014781,16.5938,16.7225,16.9438,17.1784,17.423,17.6499,17.7898,1,1,1,0.4792,0.9274,1.1961,0.099547,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,L,1.998,1.9998,1.9,0.098,0.098,0.009614,1.7954,1.8355,1.9134,1.998,2.0845,2.1661,2.2121,0,1,1,0.1712,0.3306,0.4167,0.058252,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,C,6.2021,6.203,6.3,-0.0979,0.0979,0.00959,5.7907,5.8801,6.0244,6.2021,6.3757,6.5299,6.6369,1,1,1,0.3514,0.6498,0.8462,0.075379,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,KD,5.6875,5.6929,6.0,-0.3125,0.3125,0.097638,5.2377,5.3386,5.4965,5.6875,5.8833,6.0531,6.1703,0,1,1,0.3868,0.7145,0.9326,0.189394,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,S,32.1771,32.1723,32.1,0.0771,0.0771,0.005944,31.3434,31.5159,31.8182,32.1771,32.5135,32.8123,33.0121,1,1,1,0.6953,1.2964,1.6687,0.124507,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,V,8.5925,8.5959,8.3,0.2925,0.2925,0.085537,8.1498,8.2547,8.4118,8.5925,8.7781,8.946,9.044,0,1,1,0.3662,0.6913,0.8942,0.179136,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,MP,6.7896,6.8031,7.1,-0.3104,0.3104,0.096333,6.1748,6.3058,6.5334,6.7896,7.0599,7.325,7.4797,0,1,1,0.5266,1.0192,1.305,0.183838,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,SD,19.2804,19.2834,19.4,-0.1196,0.1196,0.014305,18.5506,18.707,18.978,19.2804,19.59,19.8606,20.0246,1,1,1,0.612,1.1536,1.4741,0.118649,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-06-18,14,REST,1.9929,2.0636,1.6,0.3929,0.3929,0.154331,1.2976,1.4346,1.6729,1.9929,2.3897,2.7873,3.0559,0,1,1,0.7167,1.3527,1.7583,0.245037,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,M,17.1784,17.186,17.5,-0.3216,0.3216,0.103413,16.5938,16.7225,16.9438,17.1784,17.423,17.6499,17.7898,0,1,1,0.4792,0.9274,1.1961,0.18854,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,L,1.998,1.9998,1.9,0.098,0.098,0.009614,1.7954,1.8355,1.9134,1.998,2.0845,2.1661,2.2121,0,1,1,0.1712,0.3306,0.4167,0.058252,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,C,6.2021,6.203,6.5,-0.2979,0.2979,0.088762,5.7907,5.8801,6.0244,6.2021,6.3757,6.5299,6.6369,0,1,1,0.3514,0.6498,0.8462,0.184825,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,KD,5.6875,5.6929,6.0,-0.3125,0.3125,0.097638,5.2377,5.3386,5.4965,5.6875,5.8833,6.0531,6.1703,0,1,1,0.3868,0.7145,0.9326,0.189394,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,S,32.1771,32.1723,31.7,0.4771,0.4771,0.227624,31.3434,31.5159,31.8182,32.1771,32.5135,32.8123,33.0121,0,1,1,0.6953,1.2964,1.6687,0.281075,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,V,8.5925,8.5959,8.2,0.3925,0.3925,0.154031,8.1498,8.2547,8.4118,8.5925,8.7781,8.946,9.044,0,0,1,0.3662,0.6913,0.8942,0.25919,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,MP,6.7896,6.8031,7.1,-0.3104,0.3104,0.096333,6.1748,6.3058,6.5334,6.7896,7.0599,7.325,7.4797,0,1,1,0.5266,1.0192,1.305,0.183838,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,SD,19.2804,19.2834,19.3,-0.0196,0.0196,0.000384,18.5506,18.707,18.978,19.2804,19.59,19.8606,20.0246,1,1,1,0.612,1.1536,1.4741,0.106182,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-02,28,REST,1.9929,2.0636,1.8,0.1929,0.1929,0.037191,1.2976,1.4346,1.6729,1.9929,2.3897,2.7873,3.0559,1,1,1,0.7167,1.3527,1.7583,0.152644,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,M,17.1784,17.186,17.8,-0.6216,0.6216,0.38636,16.5938,16.7225,16.9438,17.1784,17.423,17.6499,17.7898,0,0,0,0.4792,0.9274,1.1961,0.424187,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,L,1.998,1.9998,2.0,-0.002,0.002,4e-06,1.7954,1.8355,1.9134,1.998,2.0845,2.1661,2.2121,1,1,1,0.1712,0.3306,0.4167,0.029699,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,C,6.2021,6.203,6.7,-0.4979,0.4979,0.247934,5.7907,5.8801,6.0244,6.2021,6.3757,6.5299,6.6369,0,0,0,0.3514,0.6498,0.8462,0.357924,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,KD,5.6875,5.6929,6.3,-0.6125,0.6125,0.37512,5.2377,5.3386,5.4965,5.6875,5.8833,6.0531,6.1703,0,0,0,0.3868,0.7145,0.9326,0.451385,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,S,32.1771,32.1723,31.0,1.1771,1.1771,1.385563,31.3434,31.5159,31.8182,32.1771,32.5135,32.8123,33.0121,0,0,0,0.6953,1.2964,1.6687,0.888024,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,V,8.5925,8.5959,7.9,0.6925,0.6925,0.479511,8.1498,8.2547,8.4118,8.5925,8.7781,8.946,9.044,0,0,0,0.3662,0.6913,0.8942,0.543521,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,MP,6.7896,6.8031,7.3,-0.5104,0.5104,0.260482,6.1748,6.3058,6.5334,6.7896,7.0599,7.325,7.4797,0,1,1,0.5266,1.0192,1.305,0.31976,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,SD,19.2804,19.2834,19.2,0.0804,0.0804,0.006464,18.5506,18.707,18.978,19.2804,19.59,19.8606,20.0246,1,1,1,0.612,1.1536,1.4741,0.11146,5000,2065357183,2026-06-04,0
no_change,2026-06-04,2026-07-30,56,REST,1.9929,2.0636,1.8,0.1929,0.1929,0.037191,1.2976,1.4346,1.6729,1.9929,2.3897,2.7873,3.0559,1,1,1,0.7167,1.3527,1.7583,0.152644,5000,2065357183,2026-06-04,0
no_change,2026-06-11,2026-06-18,7,M,17.1858,17.1895,17.3,-0.1142,0.1142,0.013035,16.6085,16.7379,16.9447,17.1858,17.4283,17.6455,17.7842,1,1,1,0.4835,0.9076,1.1757,0.097668,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-18,7,L,1.8955,1.9009,1.9,-0.0045,0.0045,2e-05,1.7099,1.7488,1.8165,1.8955,1.9813,2.0596,2.1052,1,1,1,0.1648,0.3109,0.3953,0.028351,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-18,7,C,6.2027,6.205,6.3,-0.0973,0.0973,0.009458,5.7865,5.8794,6.0279,6.2027,6.3776,6.5358,6.6172,1,1,1,0.3496,0.6564,0.8308,0.074989,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-18,7,KD,5.896,5.8981,6.0,-0.104,0.104,0.010812,5.435,5.5287,5.7011,5.896,6.0868,6.2589,6.3825,1,1,1,0.3858,0.7302,0.9475,0.081643,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-18,7,S,32.1689,32.1813,32.1,0.0689,0.0689,0.004747,31.3633,31.5576,31.8481,32.1689,32.5233,32.828,33.0141,1,1,1,0.6752,1.2705,1.6508,0.119571,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-18,7,V,8.4908,8.4908,8.3,0.1908,0.1908,0.036417,8.0556,8.151,8.3063,8.4908,8.6669,8.844,8.9342,0,1,1,0.3606,0.6929,0.8786,0.113093,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-18,7,MP,6.8948,6.9062,7.1,-0.2052,0.2052,0.042117,6.26,6.3915,6.6275,6.8948,7.1757,7.4372,7.585,1,1,1,0.5482,1.0457,1.325,0.134325,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-18,7,SD,19.3717,19.3754,19.4,-0.0283,0.0283,0.000801,18.6281,18.7973,19.0693,19.3717,19.6871,19.9525,20.1228,1,1,1,0.6178,1.1552,1.4947,0.1091,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-18,7,REST,1.7893,1.8529,1.6,0.1893,0.1893,0.035844,1.1763,1.2932,1.5123,1.7893,2.1296,2.4823,2.7229,1,1,1,0.6172,1.189,1.5466,0.140766,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,M,17.1858,17.1895,17.5,-0.3142,0.3142,0.098703,16.6085,16.7379,16.9447,17.1858,17.4283,17.6455,17.7842,0,1,1,0.4835,0.9076,1.1757,0.185824,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,L,1.8955,1.9009,1.9,-0.0045,0.0045,2e-05,1.7099,1.7488,1.8165,1.8955,1.9813,2.0596,2.1052,1,1,1,0.1648,0.3109,0.3953,0.028351,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,C,6.2027,6.205,6.4,-0.1973,0.1973,0.038909,5.7865,5.8794,6.0279,6.2027,6.3776,6.5358,6.6172,0,1,1,0.3496,0.6564,0.8308,0.11752,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,KD,5.896,5.8981,5.9,-0.004,0.004,1.6e-05,5.435,5.5287,5.7011,5.896,6.0868,6.2589,6.3825,1,1,1,0.3858,0.7302,0.9475,0.067235,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,S,32.1689,32.1813,31.8,0.3689,0.3689,0.136085,31.3633,31.5576,31.8481,32.1689,32.5233,32.828,33.0141,0,1,1,0.6752,1.2705,1.6508,0.224232,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,V,8.4908,8.4908,8.2,0.2908,0.2908,0.084584,8.0556,8.151,8.3063,8.4908,8.6669,8.844,8.9342,0,1,1,0.3606,0.6929,0.8786,0.175779,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,MP,6.8948,6.9062,7.1,-0.2052,0.2052,0.042117,6.26,6.3915,6.6275,6.8948,7.1757,7.4372,7.585,1,1,1,0.5482,1.0457,1.325,0.134325,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,SD,19.3717,19.3754,19.3,0.0717,0.0717,0.00514,18.6281,18.7973,19.0693,19.3717,19.6871,19.9525,20.1228,1,1,1,0.6178,1.1552,1.4947,0.112537,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-06-25,14,REST,1.7893,1.8529,1.9,-0.1107,0.1107,0.012249,1.1763,1.2932,1.5123,1.7893,2.1296,2.4823,2.7229,1,1,1,0.6172,1.189,1.5466,0.117809,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-07-09,28,M,17.1858,17.1895,17.5,-0.3142,0.3142,0.098703,16.6085,16.7379,16.9447,17.1858,17.4283,17.6455,17.7842,0,1,1,0.4835,0.9076,1.1757,0.185824,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-07-09,28,L,1.8955,1.9009,1.9,-0.0045,0.0045,2e-05,1.7099,1.7488,1.8165,1.8955,1.9813,2.0596,2.1052,1,1,1,0.1648,0.3109,0.3953,0.028351,5000,1860573666,2026-06-11,0
no_change,2026-06-11,2026-07-09,28,C,6.2027,6.205,6.5,-0.2973,0.2973,0.08836,5.7865,5.8794,6.0279,6.2027,6.3776,6.5358,6.6172,0,1,1,0.3496,0.6564,0.8308,0.182518,5000,1860573666,2026-06-11,0
