model,tier,target_year,horizon_days,seed,draws,k_outer,training_residual_years,h,es_9cat,es_8party,crps_8party_mean,crps_all9_mean,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,coverage_50_8party,coverage_80_8party,coverage_90_8party,mean_lambda,p05_lambda,fraction_lambda_lt_0_99,fraction_lambda_lt_0_90,fraction_lambda_lt_0_75,min_lambda,p01_lambda,p10_lambda,fraction_lambda_lt_1,crps_M,crps_L,crps_C,crps_KD,crps_S,crps_V,crps_MP,crps_SD,crps_REST,min_lambda_ok,elapsed_seconds,mandate_law,first_divisor,geography_mode,geography_baseline_year,seat_energy_score,seat_crps_8party_mean,seat_coverage_50,seat_coverage_80,seat_coverage_90,seat_crps_M,seat_crps_L,seat_crps_C,seat_crps_KD,seat_crps_S,seat_crps_V,seat_crps_MP,seat_crps_SD,coalition_brier_mean_over_masks,complement_symmetry_max_abs_diff,complement_symmetry_holds,seat_total_always_349,min_vote_pct,max_abs_sum_deviation,any_nonfinite,distinct_vote_rows,distinct_seat_rows,mc_mean_seats,mc_mean_vote_pct,atom_index_counts
CONTROL_pp_centered_noise,tier1,2014,14,12345,20000,3,2002|2006|2010,,3.5684433067531485,3.5222486346256905,0.9748930802278626,0.923995811415534,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.5498235432098757,1.5498235432098757,1.5498235432098757,0.375,0.375,0.375,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5956259687639036,0.5115916038541496,0.27041019464353044,0.45292656209576265,0.8534022602501092,0.7647726565617902,1.6541851966078465,2.696230199045808,0.5168176609169044,True,13.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2014,14,24680,20000,3,2002|2006|2010,,3.564693433258788,3.518926994185686,0.9733802190705547,0.9221953031852337,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.5498235432098757,1.5498235432098757,1.5498235432098757,0.375,0.375,0.375,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6025231589752627,0.5267635151829323,0.2699423210408815,0.4521409753106106,0.8420584087073256,0.753467990978843,1.6494327612985427,2.6907126210700403,0.5127159761026647,True,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2014,14,98765,20000,3,2002|2006|2010,,3.5673625111844824,3.521188072561759,0.9745793068561814,0.9236889891469833,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.5498235432098757,1.5498235432098757,1.5498235432098757,0.375,0.375,0.375,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5938455395736537,0.5160648438735955,0.26970817048311335,0.4539394169029572,0.8528441675333785,0.7639841865632665,1.6502104097874715,2.696037720132014,0.516566447473398,True,14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2014,14,54321,20000,3,2002|2006|2010,,3.5659993331688318,3.5200416912005004,0.9739571410617858,0.922909106165268,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.5498235432098757,1.5498235432098757,1.5498235432098757,0.375,0.375,0.375,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5986473794146938,0.5213352570460077,0.26989802131461627,0.45287361349475275,0.8471085950261408,0.7584177343477053,1.6501772329211912,2.6931992949291788,0.514524826993127,True,14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2014,14,13579,20000,3,2002|2006|2010,,3.5690279273008882,3.5226531139729973,0.9752626752215996,0.924508843074396,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.5498235432098757,1.5498235432098757,1.5498235432098757,0.375,0.375,0.375,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5902613197582938,0.5097967239357613,0.2697955635081163,0.45452266429435273,0.8581664532298675,0.7692347151270353,1.6516856982869912,2.6986382636323785,0.518478185896767,True,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2018,14,12345,20000,4,2002|2006|2010|2014,,3.863088316782824,3.6172092523741965,0.8848267682109245,0.9476010173462781,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.8041538148148146,1.8888171234567896,1.8888171234567896,0.375,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.233376808716789,0.25892725906958913,0.2581140458609234,0.15549498804212458,2.717318335636639,1.509539672634157,0.3693360589814966,0.5765069767456774,1.449795010429106,True,14.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2018,14,24680,20000,4,2002|2006|2010|2014,,3.8682873407851757,3.62100714588109,0.8861362081760065,0.9492338844620725,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.6257070246913576,1.8888171234567896,1.8888171234567896,0.25,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2359817584762267,0.2583497907276111,0.25729670020775486,0.15486597941743505,2.726087724810906,1.5192460420234823,0.3710981556711436,0.5661635140734927,1.4540152947506013,True,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2018,14,98765,20000,4,2002|2006|2010|2014,,3.8649784744599422,3.618221299154919,0.8856275179049695,0.948572942823943,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.5009041358024686,1.8888171234567896,1.8888171234567896,0.375,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2526527481871559,0.2670684840603711,0.2575671751611325,0.15576676907115283,2.7038128734007034,1.510132513541981,0.3742118691197637,0.5638077106974952,1.4521363421757303,True,14.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2018,14,54321,20000,4,2002|2006|2010|2014,,3.8653155164798427,3.618439802101946,0.8850255508475908,0.9480803802297054,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.5009041358024686,1.8888171234567896,1.8888171234567896,0.375,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2358424689508904,0.26246168155775085,0.2588930834662677,0.1534894723162051,2.7197600300634104,1.5147992594416269,0.36684165899409404,0.5681167519904808,1.452519015286623,True,14.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2018,14,13579,20000,4,2002|2006|2010|2014,,3.8668812663321592,3.6200730149197757,0.8856244295171447,0.9486281459037637,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.9647006049382715,1.8888171234567896,1.8888171234567896,0.375,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.229113243533084,0.2561420752902225,0.25776074570588897,0.1546499469503334,2.7292656443244887,1.5176669545158572,0.3687254095138266,0.5716714163034573,1.4526578769967162,True,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2022,14,12345,20000,5,2002|2006|2010|2014|2018,,1.9587793614903537,1.9188163485708254,0.46935182440129053,0.4377902182751863,0.2222222222222222,0.6666666666666666,0.6666666666666666,1.000822567901234,2.3077046913580244,2.3077046913580244,0.125,0.625,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6998205501901298,0.19937799436868464,0.4406232727696957,0.17514934558947914,0.9562388923627738,0.5143194365573209,0.3896722098144134,0.3796128935578269,0.18529736926635298,True,18.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2022,14,24680,20000,5,2002|2006|2010|2014|2018,,1.9672115689410856,1.9280499890598117,0.4719965934317446,0.439924104020938,0.2222222222222222,0.6666666666666666,0.6666666666666666,1.000822567901234,2.3077046913580244,2.3077046913580244,0.125,0.625,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7094914558764954,0.20048791831919155,0.44517178167324434,0.17239205126544466,0.9598571601419302,0.5188357233092276,0.39269682603393274,0.37703983083449044,0.1833441887344855,True,18.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2022,14,98765,20000,5,2002|2006|2010|2014|2018,,1.9595038119038566,1.9200374551296733,0.4704026381310915,0.438500172157728,0.2222222222222222,0.6666666666666666,0.6666666666666666,1.000822567901234,2.3077046913580244,2.3077046913580244,0.125,0.625,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6990749230748721,0.19873626184126514,0.4389662736784412,0.17629665113695686,0.9672574598767344,0.5230985668194761,0.387092745822356,0.3726982227986301,0.18328044437082025,True,18.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2022,14,54321,20000,5,2002|2006|2010|2014|2018,,1.9772235801664428,1.9388721322292988,0.474412134769843,0.44193236106009953,0.2222222222222222,0.6666666666666666,0.6666666666666666,1.000822567901234,2.3077046913580244,2.3077046913580244,0.125,0.625,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7179445767293873,0.2014592232386635,0.4493406753099658,0.16834950401693682,0.9622193122779024,0.5194350530739296,0.39478224691747343,0.381766486594485,0.18209417138215195,True,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier1,2022,14,13579,20000,5,2002|2006|2010|2014|2018,,1.971665840348524,1.9328162889097658,0.47261779678073834,0.4404392044331703,0.2222222222222222,0.6666666666666666,0.6666666666666666,1.000822567901234,2.3077046913580244,2.3077046913580244,0.125,0.625,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7171843549942492,0.20262651171141904,0.4466004102166624,0.17152542266409854,0.9548388163862377,0.5169583105680176,0.3933942697441168,0.3778142779611058,0.18301046565262635,True,18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROL_pp_centered_noise,tier3_iso,2014,14,12345,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,8.51,PRE_2018,7/5,chronological,2010,14.1766,3.888375,0.625,0.625,0.625,1.4283,2.1899,1.2258,2.6644,2.4584,2.6806,6.4573,12.0023,0.044564971377952754,0.0,True,True,4.35021762962963,1.4210854715202004e-14,False,3,3,80.350650|22.972200|23.012200|19.328100|109.651050|25.010400|32.342050|36.333350,21.96225939|6.28229623|6.27289035|5.20446880|29.90862917|6.84709542|8.80956334|9.97088751|4.74190978,6632|6771|6597
CONTROL_pp_centered_noise,tier3_iso,2014,14,24680,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,9.36,PRE_2018,7/5,chronological,2010,14.1731,3.888975,0.625,0.625,0.625,1.4735,2.2621,1.2214,2.6652,2.4202,2.6394,6.4375,11.9925,0.044656574271653544,0.0,True,True,4.35021762962963,1.4210854715202004e-14,False,3,3,80.294650|23.036600|22.994150|19.334550|109.692900|24.979500|32.329800|36.337850,21.94934413|6.29872218|6.26816517|5.20518596|29.91982375|6.83805751|8.80705427|9.97493599|4.73871104,6735|6552|6713
CONTROL_pp_centered_noise,tier3_iso,2014,14,98765,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,8.92,PRE_2018,7/5,chronological,2010,14.1768,3.889225,0.625,0.625,0.625,1.4328,2.2121,1.2208,2.6691,2.4541,2.6785,6.4422,12.0042,0.044624490255905515,0.0,True,True,4.35021762962963,1.4210854715202004e-14,False,3,3,80.351450|22.989400|22.997250|19.335450|109.656600|25.008900|32.330900|36.330050,21.96321216|6.28671330|6.26921429|5.20608869|29.90917966|6.84630390|8.80664084|9.97096891|4.74167826,6637|6690|6673
CONTROL_pp_centered_noise,tier3_iso,2014,14,54321,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,8.94,PRE_2018,7/5,chronological,2010,14.1746,3.8889500000000004,0.625,0.625,0.625,1.4541,2.2366,1.2216,2.6665,2.4363,2.6577,6.4411,11.9977,0.04463551631889764,1.6653345369377348e-16,True,True,4.35021762962963,1.4210854715202004e-14,False,3,3,80.320950|23.013000|22.997050|19.334250|109.675500|24.993300|32.331400|36.334550,21.95569143|6.29271374|6.26901147|5.20544696|29.91482682|6.84196448|8.80714775|9.97308571|4.74011164,6689|6624|6687
CONTROL_pp_centered_noise,tier3_iso,2014,14,13579,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,8.92,PRE_2018,7/5,chronological,2010,14.1788,3.8891999999999998,0.625,0.625,0.625,1.4124,2.1824,1.2219,2.6696,2.4716,2.6978,6.4486,12.0093,0.04459365466535433,0.0,True,True,4.35021762962963,1.4210854715202004e-14,False,3,3,80.378250|22.962200|23.002850|19.333850|109.637800|25.023300|32.334500|36.327250,21.96954651|6.27978163|6.27072774|5.20607114|29.90396418|6.85044526|8.80725059|9.96905924|4.74315370,6589|6778|6633
CONTROL_pp_centered_noise,tier3_iso,2018,14,12345,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,10.4,POST_2018,6/5,chronological,2014,11.9787,2.9977125,0.5,0.5,0.5,3.1168,0.8703,0.8141,0.1868,7.9917,6.4169,1.4952,3.0899,0.015328754251968503,2.7755575615628914e-17,True,True,2.80654775,0.0,False,4,4,63.997850|21.503400|30.747850|21.744650|90.502600|35.730800|17.984650|66.788200,17.77412214|5.95658516|8.52847157|6.07353344|25.09728262|9.87225305|4.97924270|18.59651516|3.12199416,5020|4959|4933|5088
CONTROL_pp_centered_noise,tier3_iso,2018,14,24680,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,12.79,POST_2018,6/5,chronological,2014,11.986,3.0013875,0.375,0.5,0.5,3.1169,0.8697,0.8105,0.1855,8.0191,6.4534,1.5026,3.0534,0.015221611909448818,1.3877787807814457e-17,True,True,2.80654775,0.0,False,4,4,64.019850|21.482300|30.751300|21.753300|90.487700|35.763050|18.003250|66.739250,17.77779173|5.95222444|8.53009762|6.07509580|25.09211234|9.88116000|4.98276728|18.58261591|3.12613488,4963|5058|4992|4987
CONTROL_pp_centered_noise,tier3_iso,2018,14,98765,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,12.03,POST_2018,6/5,chronological,2014,11.9755,3.0002750000000002,0.375,0.5,0.5,3.1738,0.8987,0.8126,0.1941,7.9464,6.4181,1.5124,3.0461,0.01520147757874016,5.551115123125783e-17,True,True,2.80654775,0.0,False,4,4,63.928150|21.540700|30.761900|21.743600|90.539600|35.737850|18.028850|66.719350,17.75308126|5.96804615|8.53271277|6.07348869|25.10767082|9.87426575|4.98953373|18.57666486|3.12453598,5097|4950|5066|4887
CONTROL_pp_centered_noise,tier3_iso,2018,14,54321,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,14.33,POST_2018,6/5,chronological,2014,11.9812,2.999175,0.375,0.5,0.5,3.1216,0.8806,0.8174,0.1901,7.9988,6.4375,1.486,3.0614,0.015310577696850394,1.3877787807814457e-17,True,True,2.80654775,0.0,False,4,4,64.003050|21.520300|30.735850|21.754800|90.500950|35.750150|17.986600|66.748300,17.77483450|5.96186738|8.52477032|6.07687532|25.09627730|9.87705837|4.97870938|18.58495149|3.12465594,5002|4903|5100|4995
CONTROL_pp_centered_noise,tier3_iso,2018,14,13579,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,14.42,POST_2018,6/5,chronological,2014,11.9861,2.999975,0.5,0.5,0.5,3.098,0.8614,0.8122,0.1837,8.0301,6.4479,1.4939,3.0726,0.015286640866141734,1.1102230246251565e-16,True,True,2.80654775,0.0,False,4,4,64.040050|21.476000|30.744150|21.753150|90.477800|35.756300|17.984250|66.768300,17.78440592|5.94985238|8.52780575|6.07521331|25.08947101|9.87920341|4.97838608|18.59093855|3.12472358,4946|5033|4955|5066
CONTROL_pp_centered_noise,tier3_iso,2022,14,12345,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,28.8,POST_2018,6/5,chronological,2018,6.5759,1.5740249999999998,0.625,0.875,0.875,2.6129,0.8376,1.5077,0.6091,3.1189,1.5504,1.2308,1.1248,0.020091481456692914,1.1102230246251565e-16,True,True,0.3151510000000002,1.4210854715202004e-14,False,5,5,62.433550|17.003500|26.383800|20.012100|102.200800|26.989500|19.786500|74.190250,17.65735733|4.87796036|7.42197789|5.64808857|28.84044595|7.64670303|5.63377958|21.03123772|1.24244956,3973|3928|4022|4030|4047
CONTROL_pp_centered_noise,tier3_iso,2022,14,24680,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,24.73,POST_2018,6/5,chronological,2018,6.6042,1.5819874999999999,0.625,0.875,0.875,2.6455,0.8401,1.5224,0.598,3.1261,1.5671,1.2404,1.1163,0.020172293622047244,1.6653345369377348e-16,True,True,0.3151510000000002,1.4210854715202004e-14,False,5,5,62.397150|16.996950|26.402950|19.997950|102.195450|27.007500|19.801700|74.200350,17.64494641|4.87657117|7.42744135|5.64372873|28.83759003|7.65186760|5.63794806|21.03261489|1.24729175,3996|4025|4006|3988|3985
CONTROL_pp_centered_noise,tier3_iso,2022,14,98765,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,26.04,POST_2018,6/5,chronological,2018,6.5757,1.5768,0.625,0.875,0.875,2.6064,0.8363,1.5026,0.6134,3.1547,1.5842,1.2174,1.0994,0.020124378622047242,2.220446049250313e-16,True,True,0.3151510000000002,1.4210854715202004e-14,False,5,5,62.468900|16.995350|26.375550|20.021550|102.175750|27.025200|19.779500|74.158200,17.66526074|4.87485974|7.41971681|5.65070867|28.83211126|7.65616560|5.63261591|21.02146182|1.24709945,3901|3969|4134|3962|4034
CONTROL_pp_centered_noise,tier3_iso,2022,14,54321,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,19.63,POST_2018,6/5,chronological,2018,6.6388,1.590325,0.625,0.875,0.875,2.6805,0.8408,1.5379,0.5833,3.1279,1.5693,1.2508,1.1321,0.020139105393700788,1.6653345369377348e-16,True,True,0.3151510000000002,1.4210854715202004e-14,False,5,5,62.347050|16.987900|26.423400|19.976100|102.190200|27.007800|19.806000|74.261550,17.62999420|4.87528109|7.43274600|5.63663883|28.83494386|7.65218920|5.63873907|21.04900476|1.25046298,4051|4088|3914|4048|3899
CONTROL_pp_centered_noise,tier3_iso,2022,14,13579,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,28.57,POST_2018,6/5,chronological,2018,6.6223,1.5838125,0.625,0.875,0.875,2.6744,0.8474,1.5282,0.5955,3.1064,1.5599,1.2428,1.1159,0.020210640826771653,2.0816681711721685e-17,True,True,0.3151510000000002,1.4210854715202004e-14,False,5,5,62.347800|17.016300|26.411750|19.990000|102.210200|27.000750|19.810000|74.213200,17.63113580|4.88234082|7.42949440|5.64087678|28.84154023|7.65001203|5.63988176|21.03648466|1.24823351,4061|3997|4019|3973|3950
CHALLENGER_A_smoothed_bootstrap,tier1,2014,14,12345,20000,3,2002|2006|2010,0.75,3.4011546694875343,3.3582606987869585,0.9489540255418303,0.8977029547607996,0.1111111111111111,0.4444444444444444,0.5555555555555556,1.0578384278412893,1.8091219855182403,2.1878643021160573,0.125,0.5,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7377427028429568,0.5204857154762881,0.16902273384288413,0.4417712853615373,0.6938539537952508,0.7383722911421067,1.6370762616086574,2.6533072602649614,0.4876943885125543,True,50.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALLENGER_A_smoothed_bootstrap,tier1,2014,14,24680,20000,3,2002|2006|2010,0.75,3.4005759098621624,3.357202356782841,0.9494131514966735,0.8985474602016753,0.1111111111111111,0.4444444444444444,0.5555555555555556,1.0505154810969293,1.8084378312049516,2.1815461047397613,0.125,0.5,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7219831174340825,0.5209098700265531,0.1649011717172087,0.44969796621061503,0.7047930282010966,0.747260750572873,1.6261022040405164,2.6596571037704426,0.49162192984169106,True,57.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALLENGER_A_smoothed_bootstrap,tier1,2014,14,98765,20000,3,2002|2006|2010,0.75,3.402093558138315,3.3584684094708614,0.9503775032243875,0.8996869266270294,0.1111111111111111,0.4444444444444444,0.5555555555555556,1.0425378925598716,1.8058528732093286,2.1879202957169652,0.125,0.5,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7197716754770114,0.5133186627076864,0.16489373384668382,0.45001824207630625,0.710712611582746,0.7533612924104921,1.6278814088183275,2.6630623988758453,0.4941623138481641,True,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALLENGER_A_smoothed_bootstrap,tier1,2014,14,54321,20000,3,2002|2006|2010,0.75,3.403863529587152,3.3608204491498013,0.9500544641423294,0.8989123135445927,0.1111111111111111,0.4444444444444444,0.5555555555555556,1.0473625033694494,1.7991554306969664,2.172805238572838,0.125,0.5,0.625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7369799406974584,0.5182009736946972,0.1666232528953836,0.44416027526788115,0.6955854934009114,0.7417797858474803,1.6404496640104165,2.6566563273244066,0.48977510876269775,True,55.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
