poll_id,pollster,pollster_original,house_original,publication_period,publication_date,interview_start,interview_end,collection_period_approximate,party,support,source_value,support_status,uncertain_share,sample_size,dataset_source_url,row_source_references_json,sources_index_url,source_row,retrieved_at
swp-ffd5e12d268930022d71,Sentio,Sentio,Sentio,2015-aug,2015-08-20,2015-08-13,2015-08-19,False,FI,2.3,2.3,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,926,
swp-ffd5e12d268930022d71,Sentio,Sentio,Sentio,2015-aug,2015-08-20,2015-08-13,2015-08-19,False,other,,,unreported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,926,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,M,24.3,24.3,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,L,4.0,4.0,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,C,8.6,8.6,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,KD,4.5,4.5,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,S,21.4,21.4,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,V,6.5,6.5,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,MP,5.7,5.7,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,SD,20.8,20.8,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,FI,1.9,1.9,reported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-a2b7066e5aadab5ca050,Inizio,Inizio,Inizio,2015-aug,2015-08-20,2015-08-11,2015-08-19,False,other,,,unreported,9.8,2132,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,927,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,M,20.8,20.8,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,L,4.4,4.4,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,C,6.7,6.7,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,KD,3.1,3.1,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,S,24.1,24.1,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,V,6.4,6.4,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,MP,6.4,6.4,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,SD,23.3,23.3,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,FI,2.4,2.4,reported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-4ea5e458fd0ac327578a,Sentio,Sentio,Sentio,2015-jul,2015-07-23,2015-07-16,2015-07-22,False,other,,,unreported,,1039,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,928,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,M,23.1,23.1,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,L,4.7,4.7,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,C,6.6,6.6,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,KD,4.2,4.2,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,S,25.5,25.5,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,V,6.8,6.8,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,MP,7.1,7.1,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,SD,18.7,18.7,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,FI,2.4,2.4,reported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-be462b76071753529d8c,Demoskop,Demoskop,Demoskop,2015-jul,2015-07-09,2015-06-30,2015-07-07,False,other,,,unreported,11.9,1250,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,929,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,M,25.4,25.4,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,L,4.6,4.6,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,C,7.4,7.4,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,KD,3.6,3.6,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,S,29.7,29.7,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,V,5.7,5.7,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,MP,7.5,7.5,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,SD,14.0,14.0,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,FI,1.6,1.6,reported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-83169d48c030c1f5a76e,Skop,Skop,Skop,2015-jun,2015-06-29,2015-06-08,2015-06-25,False,other,,,unreported,8.0,1006,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,930,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,M,24.3,24.3,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,L,4.0,4.0,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,C,8.0,8.0,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,KD,3.1,3.1,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,S,27.3,27.3,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,V,6.7,6.7,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,MP,5.7,5.7,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,SD,17.9,17.9,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,FI,2.1,2.1,reported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-598e20388cc1839393e9,Inizio,Inizio,Inizio,2015-jun,2015-06-27,2015-06-20,2015-06-24,False,other,,,unreported,9.6,2483,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,931,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,M,26.6,26.6,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,L,5.4,5.4,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,C,6.8,6.8,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,KD,3.5,3.5,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,S,27.7,27.7,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,V,6.8,6.8,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,MP,6.7,6.7,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,SD,14.0,14.0,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,FI,1.9,1.9,reported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-1ea610d72ac84f962402,Ipsos,Ipsos,Ipsos,2015-jun,2015-06-22,2015-06-05,2015-06-15,False,other,,,unreported,12.4,1201,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,932,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,M,25.0,25.0,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,L,4.9,4.9,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,C,6.4,6.4,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,KD,4.0,4.0,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,S,26.4,26.4,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,V,6.5,6.5,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,MP,6.0,6.0,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,SD,18.0,18.0,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,FI,1.8,1.8,reported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-e1843fa079191ccb3b8d,Novus,Novus,Novus,2015-jun,2015-06-18,2015-05-18,2015-06-14,False,other,,,unreported,8.4,3942,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,933,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,M,23.6,23.6,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,L,5.2,5.2,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,C,6.6,6.6,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,KD,3.4,3.4,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,S,24.7,24.7,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,V,6.9,6.9,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,MP,5.9,5.9,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,SD,20.1,20.1,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,FI,2.3,2.3,reported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-21170bcbbb0feea68d03,YouGov,YouGov,YouGov,2015-jun,2015-06-18,2015-06-12,2015-06-15,False,other,,,unreported,,1543,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,934,
swp-9c10e24807492e1ee1eb,Sentio,Sentio,Sentio,2015-jun,2015-06-18,2015-06-11,2015-06-17,False,M,23.8,23.8,reported,,1025,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,935,
swp-9c10e24807492e1ee1eb,Sentio,Sentio,Sentio,2015-jun,2015-06-18,2015-06-11,2015-06-17,False,L,3.7,3.7,reported,,1025,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,935,
