tier,case,metric,five_seed_mean,five_seed_sd,relative_sd_pct,n_seeds
tier3,2022_h84,coalition_brier_mean_over_masks,0.03155875647244095,0.00013384439043959484,0.42411173759801346,5
tier3,2022_h56,seat_energy_score,10.21696,0.03597016819532538,0.3520633162440234,5
tier3,2022_h56,seat_crps_8party_mean,2.83525,0.011062757765358635,0.390186324499026,5
tier3,2022_h56,seat_coverage_50,0.25,0.0,0.0,5
tier3,2022_h56,seat_coverage_80,0.875,0.0,0.0,5
tier3,2022_h56,seat_coverage_90,1.0,0.0,0.0,5
tier3,2022_h56,coalition_brier_mean_over_masks,0.029032044472440944,6.026289543712927e-05,0.2075737225269637,5
tier3,2022_h28,seat_energy_score,6.6491,0.012791403363196847,0.19237796638938875,5
tier3,2022_h28,seat_crps_8party_mean,1.7472825,0.003238339659455067,0.18533578053091398,5
tier3,2022_h28,seat_coverage_50,0.5,0.0,0.0,5
tier3,2022_h28,seat_coverage_80,0.875,0.0,0.0,5
tier3,2022_h28,seat_coverage_90,1.0,0.0,0.0,5
tier3,2022_h28,coalition_brier_mean_over_masks,0.026506340854330707,3.855934852212773e-05,0.14547216733549156,5
tier3,2022_h14,seat_energy_score,4.86448,0.008774223612377494,0.18037331045409774,5
tier3,2022_h14,seat_crps_8party_mean,1.20206,0.0023441149715831425,0.19500815030723448,5
tier3,2022_h14,seat_coverage_50,0.875,0.0,0.0,5
tier3,2022_h14,seat_coverage_80,1.0,0.0,0.0,5
tier3,2022_h14,seat_coverage_90,1.0,0.0,0.0,5
tier3,2022_h14,coalition_brier_mean_over_masks,0.019197191047244093,8.352259090225522e-05,0.43507714590487206,5
tier3,2022_h7,seat_energy_score,4.35296,0.007990494352666562,0.18356461701156365,5
tier3,2022_h7,seat_crps_8party_mean,1.03148,0.0013842190939299362,0.13419737599662002,5
tier3,2022_h7,seat_coverage_50,1.0,0.0,0.0,5
tier3,2022_h7,seat_coverage_80,1.0,0.0,0.0,5
tier3,2022_h7,seat_coverage_90,1.0,0.0,0.0,5
tier3,2022_h7,coalition_brier_mean_over_masks,0.017047428464566926,0.00010946503477175124,0.642120511015924,5
